transformation,closest_reaction,delta_mz_observed,delta_mz_error,metabolite_from,mz_from,rt_from,metabolite_to,mz_to,rt_to,method
C36:1_PE--->C8-pos_830,Amination,17.033999999999992,0.007450898509990367,C36:1_PE,746.5694,9.41,C8-pos_830,763.6034,9.28,C8-pos
C36:1_PE--->C8-pos_664,Formylation,27.997900000000072,0.0029853804400730155,C36:1_PE,746.5694,9.41,C8-pos_664,774.5673,8.99,C8-pos
C36:1_PE--->C8-pos_784,Ethylation,28.0308,0.0005001289200023962,C36:1_PE,746.5694,9.41,C8-pos_784,774.6002,9.18,C8-pos
C36:1_PE--->C40:10_PC,Phosphorylation,79.96570000000008,0.0006305209099082276,C36:1_PE,746.5694,9.41,C40:10_PC,826.5351,8.35,C8-pos
C8-pos_1359--->C34:1_PC_plasmalogen-A,Carboxylation,43.987300000000005,0.002529239119994031,C8-pos_1359,702.6177,11.78,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos
C8-pos_760--->C34:1_PC_plasmalogen-A,Ethylation,28.03150000000005,0.00019987108004926313,C8-pos_760,718.5735,9.15,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos
C8-pos_600--->C34:1_PC_plasmalogen-A,Ethylation,28.031000000000063,0.00030012891993891344,C8-pos_600,718.574,8.87,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos
C8-pos_658--->C34:1_PC_plasmalogen-A,Hydrogenation,2.016200000000026,0.0005499355400262473,C8-pos_658,744.5888,8.99,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos
C34:1_PC_plasmalogen-A--->C8-pos_763,COOH → CONH2,-0.9850000000000136,0.0009844174700148756,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos_763,745.62,9.15,C8-pos
C34:1_PC_plasmalogen-A--->C8-pos_1155,COOH → CONH2,-0.9741000000000213,0.009915582529977485,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos_1155,745.6309,11.12,C8-pos
C34:1_PC_plasmalogen-A--->C34:0_PC,Hydroxylation,15.995699999999943,0.0007853804399431397,C34:1_PC_plasmalogen-A,746.605,9.27,C34:0_PC,762.6007,9.3,C8-pos
C34:1_PC_plasmalogen-A--->C8-pos_1135,Tyr → Trp,23.02570000000003,0.009715582530027689,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos_1135,769.6307,10.96,C8-pos
C34:1_PC_plasmalogen-A--->C8-pos_784,Formylation,27.995199999999954,0.0002853804399549631,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos_784,774.6002,9.18,C8-pos
C34:1_PC_plasmalogen-A--->C36:1_PC_plasmalogen,Ethylation,28.030399999999986,0.0009001289200156748,C34:1_PC_plasmalogen-A,746.605,9.27,C36:1_PC_plasmalogen,774.6354,9.7,C8-pos
C34:1_PC_plasmalogen-A--->C36:1_PC,Acetylation,42.010400000000004,0.00016468401999247817,C34:1_PC_plasmalogen-A,746.605,9.27,C36:1_PC,788.6154,9.41,C8-pos
C34:1_PC_plasmalogen-A--->C8-pos_625,Glycine → Taurine,49.9787,0.003935684019992891,C34:1_PC_plasmalogen-A,746.605,9.27,C8-pos_625,796.5837,8.93,C8-pos
C8-pos_1216--->C38:7_PE_plasmalogen,Taurine conjugation,107.00080000000003,0.003299405069981276,C8-pos_1216,641.5263,11.36,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos
C32:1_PC--->C38:7_PE_plasmalogen,OH → SH,15.974100000000021,0.003056380439979023,C32:1_PC,732.553,8.54,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos
C38:7_PE_plasmalogen--->C18:2_SM,C=O → CHNH2,1.0296999999999343,0.001934481930067733,C38:7_PE_plasmalogen,748.5271,8.92,C18:2_SM,749.5568,8.3,C8-pos
C38:7_PE_plasmalogen--->C38:6_PE,Hydroxylation,15.994799999999941,0.00011461956005831553,C38:7_PE_plasmalogen,748.5271,8.92,C38:6_PE,764.5219,8.66,C8-pos
C38:7_PE_plasmalogen--->C8-pos_550,Hydroxylation,15.997799999999984,0.0028853804399844307,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos_550,764.5249,8.76,C8-pos
C38:7_PE_plasmalogen--->C38:5_PE,Hydration,18.012100000000032,0.0015353159800319816,C38:7_PE_plasmalogen,748.5271,8.92,C38:5_PE,766.5392,8.83,C8-pos
C38:7_PE_plasmalogen--->C40:7_PE_plasmalogen,Ethylation,28.031100000000038,0.0002001289199640155,C38:7_PE_plasmalogen,748.5271,8.92,C40:7_PE_plasmalogen,776.5582,9.36,C8-pos
C38:7_PE_plasmalogen--->C8-pos_447,Acetylation,42.00800000000004,0.002564684019958463,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos_447,790.5351,8.46,C8-pos
C38:7_PE_plasmalogen--->C8-pos_773,Acetylation,42.008699999999976,0.0018646840200204906,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos_773,790.5358,9.16,C8-pos
C38:7_PE_plasmalogen--->C8-pos_632,Mercapturic acid conjugation,161.01850000000002,0.003835910910026996,C38:7_PE_plasmalogen,748.5271,8.92,C8-pos_632,909.5456,8.94,C8-pos
C8-pos_860--->C8-pos_681,Glucosylation,162.04430000000002,0.00852342009997642,C8-pos_860,586.5402,9.35,C8-pos_681,748.5845,9.02,C8-pos
C18:3_CE--->C8-pos_681,Malonylation,83.9824000000001,0.0023438586798931738,C18:3_CE,664.6021,11.74,C8-pos_681,748.5845,9.02,C8-pos
C18:1_CE--->C8-pos_681,Sulfation,79.95120000000009,0.00561485867990541,C18:1_CE,668.6333,12.31,C8-pos_681,748.5845,9.02,C8-pos
C34:0_PE--->C8-pos_681,Ethylation,28.031600000000026,0.0002998710800241611,C34:0_PE,720.5529,8.62,C8-pos_681,748.5845,9.02,C8-pos
C32:0_PC--->C8-pos_681,Methylation,14.015600000000063,5.0064459937715355e-05,C32:0_PC,734.5689,8.84,C8-pos_681,748.5845,9.02,C8-pos
C8-pos_548--->C8-pos_681,Hydrogenation,2.015800000000013,0.00014993554001296872,C8-pos_548,746.5687,8.76,C8-pos_681,748.5845,9.02,C8-pos
C36:1_PE--->C8-pos_681,Hydrogenation,2.015100000000075,0.0005500644599250037,C36:1_PE,746.5694,9.41,C8-pos_681,748.5845,9.02,C8-pos
C8-pos_681--->C34:0_PC,Methylation,14.016199999999913,0.0005499355399116723,C8-pos_681,748.5845,9.02,C34:0_PC,762.6007,9.3,C8-pos
C8-pos_681--->C8-pos_647,OH → SH,15.971499999999992,0.0056563804400084905,C8-pos_681,748.5845,9.02,C8-pos_647,764.556,8.98,C8-pos
C8-pos_681--->C8-pos_535,OH → SH,15.971799999999917,0.005356380440083797,C8-pos_681,748.5845,9.02,C8-pos_535,764.5563,8.73,C8-pos
C8-pos_681--->C40:9_PC,Phosphorylation,79.96609999999998,0.00023052091000863584,C8-pos_681,748.5845,9.02,C40:9_PC,828.5506,8.64,C8-pos
C36:4_PE_plasmalogen--->C18:2_SM,Tyr → Trp,23.014699999999948,0.0012844174700532562,C36:4_PE_plasmalogen,726.5421,9.11,C18:2_SM,749.5568,8.3,C8-pos
C8-pos_1334--->C18:2_SM,Methylation,14.009999999999991,0.005650064460009929,C8-pos_1334,735.5468,11.72,C18:2_SM,749.5568,8.3,C8-pos
C38:7_PE_plasmalogen--->C18:2_SM,C=O → CHNH2,1.0296999999999343,0.001934481930067733,C38:7_PE_plasmalogen,748.5271,8.92,C18:2_SM,749.5568,8.3,C8-pos
C18:2_SM--->C8-pos_475,Hydrogenation,2.015100000000075,0.0005500644599250037,C18:2_SM,749.5568,8.3,C8-pos_475,751.5719,8.58,C8-pos
C18:2_SM--->C8-pos_510,Formylation,27.985500000000002,0.009414619559997561,C18:2_SM,749.5568,8.3,C8-pos_510,777.5423,8.68,C8-pos
C18:2_SM--->C8-pos_421,Carboxylation,43.98630000000003,0.0035292391199703843,C18:2_SM,749.5568,8.3,C8-pos_421,793.5431,8.42,C8-pos
C8-pos_354--->C8-pos_475,Ethylation,28.03150000000005,0.00019987108004926313,C8-pos_354,723.5404,8.07,C8-pos_475,751.5719,8.58,C8-pos
C36:3_PE_plasmalogen--->C8-pos_475,Tyr → Trp,23.01380000000006,0.0021844174699410246,C36:3_PE_plasmalogen,728.5581,9.42,C8-pos_475,751.5719,8.58,C8-pos
C18:2_SM--->C8-pos_475,Hydrogenation,2.015100000000075,0.0005500644599250037,C18:2_SM,749.5568,8.3,C8-pos_475,751.5719,8.58,C8-pos
C8-pos_411--->C8-pos_475,COOH → CONH2,-0.9750999999999976,0.008915582530001132,C8-pos_411,752.547,8.41,C8-pos_475,751.5719,8.58,C8-pos
C38:5_PE_plasmalogen--->C8-pos_475,COOH → CONH2,-0.9864000000000033,0.0023844174700045073,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_475,751.5719,8.58,C8-pos
C8-pos_475--->C8-pos_610,Hydrogenation,2.0154999999999745,0.00015006446002541196,C8-pos_475,751.5719,8.58,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_475--->C8-pos_701,Ethylation,28.030899999999974,0.0004001289200274982,C8-pos_475,751.5719,8.58,C8-pos_701,779.6028,9.06,C8-pos
C8-pos_475--->C8-pos_604,Glycine conjugation,57.01170000000002,0.009763721049978358,C8-pos_475,751.5719,8.58,C8-pos_604,808.5836,8.88,C8-pos
C8-pos_1017--->C8-pos_411,Taurine conjugation,107.00470000000007,0.0006005949300629254,C8-pos_1017,645.5423,9.89,C8-pos_411,752.547,8.41,C8-pos
C8-pos_411--->C8-pos_475,COOH → CONH2,-0.9750999999999976,0.008915582530001132,C8-pos_411,752.547,8.41,C8-pos_475,751.5719,8.58,C8-pos
C8-pos_411--->C8-pos_610,C=O → CHNH2,1.040399999999977,0.008765518069974831,C8-pos_411,752.547,8.41,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_411--->C8-pos_943,Hydrogenation,2.0253999999999905,0.009749935539990595,C8-pos_411,752.547,8.41,C8-pos_943,754.5724,9.55,C8-pos
C8-pos_411--->C36:5_PC_plasmalogen-B,Methylation,14.025499999999965,0.009849935539964605,C8-pos_411,752.547,8.41,C36:5_PC_plasmalogen-B,766.5725,8.99,C8-pos
C8-pos_411--->C8-pos_515,Formylation,28.003799999999956,0.008885380439956236,C8-pos_411,752.547,8.41,C8-pos_515,780.5508,8.69,C8-pos
C8-pos_411--->C8-pos_781,Ethylation,28.04110000000003,0.00979987108002689,C8-pos_411,752.547,8.41,C8-pos_781,780.5881,9.17,C8-pos
C8-pos_411--->C8-pos_618,Acetylation,42.019000000000005,0.008435315980008795,C8-pos_411,752.547,8.41,C8-pos_618,794.566,8.91,C8-pos
C8-pos_411--->C8-pos_495,Acetylation,42.01969999999994,0.009135315979946768,C8-pos_411,752.547,8.41,C8-pos_495,794.5667,8.66,C8-pos
C8-pos_411--->C8-pos_434,Glycine → Taurine,49.98779999999999,0.005164315979996559,C8-pos_411,752.547,8.41,C8-pos_434,802.5348,8.43,C8-pos
C8-pos_1422--->C38:5_PE_plasmalogen,Taurine conjugation,107.00099999999998,0.00309940507003148,C8-pos_1422,645.5573,11.91,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos
C36:5_PE_plasmalogen--->C38:5_PE_plasmalogen,Ethylation,28.031200000000013,0.00010012891998911755,C36:5_PE_plasmalogen,724.5271,9,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos
C38:5_PE_plasmalogen--->C8-pos_475,COOH → CONH2,-0.9864000000000033,0.0023844174700045073,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_475,751.5719,8.58,C8-pos
C38:5_PE_plasmalogen--->C8-pos_610,C=O → CHNH2,1.0290999999999713,0.0025344819300308075,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_610,753.5874,8.9,C8-pos
C38:5_PE_plasmalogen--->C8-pos_943,Hydrogenation,2.014099999999985,0.0015500644600150437,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_943,754.5724,9.55,C8-pos
C38:5_PE_plasmalogen--->C36:5_PC_plasmalogen-B,Methylation,14.01419999999996,0.001450064460041034,C38:5_PE_plasmalogen,752.5583,9.42,C36:5_PC_plasmalogen-B,766.5725,8.99,C8-pos
C38:5_PE_plasmalogen--->C36:5_PC_plasmalogen-A,Methylation,14.014400000000023,0.0012500644599775512,C38:5_PE_plasmalogen,752.5583,9.42,C36:5_PC_plasmalogen-A,766.5727,8.75,C8-pos
C38:5_PE_plasmalogen--->C38:4_PE,Hydroxylation,15.995999999999981,0.0010853804399815203,C38:5_PE_plasmalogen,752.5583,9.42,C38:4_PE,768.5543,9.15,C8-pos
C38:5_PE_plasmalogen--->C8-pos_515,Formylation,27.99249999999995,0.0024146195600494025,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_515,780.5508,8.69,C8-pos
C38:5_PE_plasmalogen--->C8-pos_433,Formylation,27.99459999999999,0.0003146195600081114,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_433,780.5529,8.43,C8-pos
C38:5_PE_plasmalogen--->C8-pos_781,Ethylation,28.029800000000023,0.0015001289199787493,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_781,780.5881,9.17,C8-pos
C38:5_PE_plasmalogen--->C8-pos_1010,Ethylation,28.031200000000013,0.00010012891998911755,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_1010,780.5895,9.85,C8-pos
C38:5_PE_plasmalogen--->C8-pos_618,Acetylation,42.0077,0.0028646840199968437,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_618,794.566,8.91,C8-pos
C38:5_PE_plasmalogen--->C8-pos_495,Acetylation,42.00839999999994,0.0021646840200588713,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_495,794.5667,8.66,C8-pos
C38:5_PE_plasmalogen--->C8-pos_434,Glycine → Taurine,49.97649999999999,0.00613568402000908,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_434,802.5348,8.43,C8-pos
C8-pos_1879--->C8-pos_1810,Mercapturic acid conjugation,161.0195,0.004835910910003349,C8-pos_1879,752.7994,13.76,C8-pos_1810,913.8189,13.36,C8-pos
C8-pos_1879--->C56:4_TAG,Glucuronidation,176.0313,0.0007879752000121698,C8-pos_1879,752.7994,13.76,C56:4_TAG,928.8307,12.53,C8-pos
C8-pos_420--->C8-pos_610,Ethylation,28.031600000000026,0.0002998710800241611,C8-pos_420,725.5558,8.42,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_475--->C8-pos_610,Hydrogenation,2.0154999999999745,0.00015006446002541196,C8-pos_475,751.5719,8.58,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_411--->C8-pos_610,C=O → CHNH2,1.040399999999977,0.008765518069974831,C8-pos_411,752.547,8.41,C8-pos_610,753.5874,8.9,C8-pos
C38:5_PE_plasmalogen--->C8-pos_610,C=O → CHNH2,1.0290999999999713,0.0025344819300308075,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_943--->C8-pos_610,COOH → CONH2,-0.9850000000000136,0.0009844174700148756,C8-pos_943,754.5724,9.55,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_610--->C8-pos_693,Hydrogenation,2.01400000000001,0.0016500644599899417,C8-pos_610,753.5874,8.9,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_610--->C8-pos_508,OH → SH,15.971400000000017,0.0057563804399833884,C8-pos_610,753.5874,8.9,C8-pos_508,769.5588,8.68,C8-pos
C8-pos_610--->C36:3_PC_plasmalogen,Amination,17.016700000000014,0.009849101489987078,C8-pos_610,753.5874,8.9,C36:3_PC_plasmalogen,770.6041,9.13,C8-pos
C8-pos_610--->C8-pos_880,Amination,17.01679999999999,0.00974910149001218,C8-pos_610,753.5874,8.9,C8-pos_880,770.6042,9.41,C8-pos
C8-pos_610--->C8-pos_876,Ethylation,28.031200000000013,0.00010012891998911755,C8-pos_610,753.5874,8.9,C8-pos_876,781.6186,9.4,C8-pos
C8-pos_610--->C8-pos_628,Phe → Trp,39.00120000000004,0.009699037029960778,C8-pos_610,753.5874,8.9,C8-pos_628,792.5886,8.94,C8-pos
C36:4_PE_plasmalogen--->C8-pos_467,Formylation,27.992700000000013,0.0022146195599859198,C36:4_PE_plasmalogen,726.5421,9.11,C8-pos_467,754.5348,8.54,C8-pos
C8-pos_467--->C8-pos_577,Hydrogenation,2.015700000000038,4.993554003807077e-05,C8-pos_467,754.5348,8.54,C8-pos_577,756.5505,8.84,C8-pos
C8-pos_467--->C34:3_PC,Hydrogenation,2.018100000000004,0.0024499355400040557,C8-pos_467,754.5348,8.54,C34:3_PC,756.5529,8.41,C8-pos
C8-pos_467--->C38:4_PE,Methylation,14.019499999999994,0.0038499355399927992,C8-pos_467,754.5348,8.54,C38:4_PE,768.5543,9.15,C8-pos
C8-pos_467--->C8-pos_510,Tyr → Trp,23.007499999999936,0.008484417470064898,C8-pos_467,754.5348,8.54,C8-pos_510,777.5423,8.68,C8-pos
C8-pos_467--->C8-pos_655,Ethylation,28.031799999999976,0.000499871079973957,C8-pos_467,754.5348,8.54,C8-pos_655,782.5666,8.99,C8-pos
C8-pos_467--->C36:4_PC-B,Ethylation,28.033199999999965,0.0018998710799635887,C8-pos_467,754.5348,8.54,C36:4_PC-B,782.568,8.71,C8-pos
C8-pos_467--->C36:4_PC-A,Ethylation,28.034599999999955,0.0032998710799532205,C8-pos_467,754.5348,8.54,C36:4_PC-A,782.5694,8.5,C8-pos
C8-pos_467--->C8-pos_421,Phe → Trp,39.00829999999996,0.002599037030037721,C8-pos_467,754.5348,8.54,C8-pos_421,793.5431,8.42,C8-pos
C8-pos_350--->C34:4_PC,Glycine conjugation,57.01239999999996,0.009063721050040385,C8-pos_350,697.5248,7.92,C34:4_PC,754.5372,8.24,C8-pos
C36:4_PE_plasmalogen--->C34:4_PC,Formylation,27.99509999999998,0.00018538043998006515,C36:4_PE_plasmalogen,726.5421,9.11,C34:4_PC,754.5372,8.24,C8-pos
C34:4_PC--->C8-pos_577,Hydrogenation,2.013300000000072,0.002350064459927914,C34:4_PC,754.5372,8.24,C8-pos_577,756.5505,8.84,C8-pos
C34:4_PC--->C34:3_PC,Hydrogenation,2.015700000000038,4.993554003807077e-05,C34:4_PC,754.5372,8.24,C34:3_PC,756.5529,8.41,C8-pos
C34:4_PC--->C38:4_PE,Methylation,14.017100000000028,0.0014499355400268144,C34:4_PC,754.5372,8.24,C38:4_PE,768.5543,9.15,C8-pos
C34:4_PC--->C8-pos_655,Ethylation,28.02940000000001,0.001900128919992028,C34:4_PC,754.5372,8.24,C8-pos_655,782.5666,8.99,C8-pos
C34:4_PC--->C36:4_PC-B,Ethylation,28.0308,0.0005001289200023962,C34:4_PC,754.5372,8.24,C36:4_PC-B,782.568,8.71,C8-pos
C34:4_PC--->C36:4_PC-A,Ethylation,28.03219999999999,0.0008998710799872356,C34:4_PC,754.5372,8.24,C36:4_PC-A,782.5694,8.5,C8-pos
C34:4_PC--->C8-pos_421,Phe → Trp,39.0059,0.004999037030003706,C34:4_PC,754.5372,8.24,C8-pos_421,793.5431,8.42,C8-pos
C8-pos_1556--->C8-pos_943,Taurine conjugation,106.99940000000004,0.004699405069970908,C8-pos_1556,647.573,12.23,C8-pos_943,754.5724,9.55,C8-pos
C8-pos_1338--->C8-pos_943,Taurine conjugation,106.99720000000002,0.006899405069987097,C8-pos_1338,647.5752,11.73,C8-pos_943,754.5724,9.55,C8-pos
C8-pos_1570--->C8-pos_943,Phe → Trp,39.01220000000001,0.0013009629700064806,C8-pos_1570,715.5602,12.24,C8-pos_943,754.5724,9.55,C8-pos
C36:4_PE_plasmalogen--->C8-pos_943,Ethylation,28.03030000000001,0.0010001289199905727,C36:4_PE_plasmalogen,726.5421,9.11,C8-pos_943,754.5724,9.55,C8-pos
C8-pos_411--->C8-pos_943,Hydrogenation,2.0253999999999905,0.009749935539990595,C8-pos_411,752.547,8.41,C8-pos_943,754.5724,9.55,C8-pos
C38:5_PE_plasmalogen--->C8-pos_943,Hydrogenation,2.014099999999985,0.0015500644600150437,C38:5_PE_plasmalogen,752.5583,9.42,C8-pos_943,754.5724,9.55,C8-pos
C8-pos_943--->C8-pos_610,COOH → CONH2,-0.9850000000000136,0.0009844174700148756,C8-pos_943,754.5724,9.55,C8-pos_610,753.5874,8.9,C8-pos
C8-pos_943--->C8-pos_693,C=O → CHNH2,1.0289999999999964,0.0026344819300057054,C8-pos_943,754.5724,9.55,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_943--->C8-pos_783,Hydrogenation,2.0176999999999907,0.002049935539990777,C8-pos_943,754.5724,9.55,C8-pos_783,756.5901,9.17,C8-pos
C8-pos_943--->C36:4_PC_plasmalogen,Methylation,14.01559999999995,5.006446005140219e-05,C8-pos_943,754.5724,9.55,C36:4_PC_plasmalogen,768.588,9,C8-pos
C8-pos_943--->C8-pos_616,Hydration,18.01139999999998,0.0008353159799803223,C8-pos_943,754.5724,9.55,C8-pos_616,772.5838,8.91,C8-pos
C8-pos_943--->C8-pos_655,Formylation,27.994199999999978,0.00071461956002139,C8-pos_943,754.5724,9.55,C8-pos_655,782.5666,8.99,C8-pos
C8-pos_943--->C36:4_PC-B,Formylation,27.995599999999968,0.0006853804399682417,C8-pos_943,754.5724,9.55,C36:4_PC-B,782.568,8.71,C8-pos
C8-pos_943--->C36:4_PC-A,Formylation,27.996999999999957,0.0020853804399578735,C8-pos_943,754.5724,9.55,C36:4_PC-A,782.5694,8.5,C8-pos
C8-pos_943--->C8-pos_625,Acetylation,42.011300000000006,0.000735315980008977,C8-pos_943,754.5724,9.55,C8-pos_625,796.5837,8.93,C8-pos
C8-pos_943--->C8-pos_531,Glycine → Taurine,49.97789999999998,0.004735684020019448,C8-pos_943,754.5724,9.55,C8-pos_531,804.5503,8.72,C8-pos
C8-pos_479--->C8-pos_693,Ethylation,28.032100000000014,0.0007998710800123376,C8-pos_479,727.5693,8.6,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_610--->C8-pos_693,Hydrogenation,2.01400000000001,0.0016500644599899417,C8-pos_610,753.5874,8.9,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_943--->C8-pos_693,C=O → CHNH2,1.0289999999999964,0.0026344819300057054,C8-pos_943,754.5724,9.55,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_783--->C8-pos_693,COOH → CONH2,-0.9886999999999944,0.004684417469995594,C8-pos_783,756.5901,9.17,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_693--->C8-pos_697,Hydrogenation,2.0196999999999434,0.004049935539943483,C8-pos_693,755.6014,9.05,C8-pos_697,757.6211,9.06,C8-pos
C8-pos_693--->C36:2_PC_plasmalogen,Amination,17.019199999999955,0.007349101490046195,C8-pos_693,755.6014,9.05,C36:2_PC_plasmalogen,772.6206,9.42,C8-pos
C8-pos_693--->C8-pos_762,Ethylation,28.034999999999968,0.003699871079966499,C8-pos_693,755.6014,9.05,C8-pos_762,783.6364,9.15,C8-pos
C8-pos_693--->C8-pos_736,Phe → Trp,39.002899999999954,0.007999037030046452,C8-pos_693,755.6014,9.05,C8-pos_736,794.6043,9.12,C8-pos
C8-pos_693--->C8-pos_885,Phe → Trp,39.00300000000004,0.007899037029957867,C8-pos_693,755.6014,9.05,C8-pos_885,794.6044,9.41,C8-pos
C8-pos_693--->C38:3_PC,Glycine conjugation,57.01339999999993,0.008063721050064032,C8-pos_693,755.6014,9.05,C38:3_PC,812.6148,9.28,C8-pos
C36:3_PE_plasmalogen--->C8-pos_577,Formylation,27.99240000000009,0.0025146195599106136,C36:3_PE_plasmalogen,728.5581,9.42,C8-pos_577,756.5505,8.84,C8-pos
C8-pos_1461--->C8-pos_577,Tyr → Trp,23.007100000000037,0.00888441746996449,C8-pos_1461,733.5434,11.98,C8-pos_577,756.5505,8.84,C8-pos
C36:3_PE--->C8-pos_577,Methylation,14.013400000000047,0.0022500644599539044,C36:3_PE,742.5371,8.84,C8-pos_577,756.5505,8.84,C8-pos
C8-pos_467--->C8-pos_577,Hydrogenation,2.015700000000038,4.993554003807077e-05,C8-pos_467,754.5348,8.54,C8-pos_577,756.5505,8.84,C8-pos
C34:4_PC--->C8-pos_577,Hydrogenation,2.013300000000072,0.002350064459927914,C34:4_PC,754.5372,8.24,C8-pos_577,756.5505,8.84,C8-pos
C8-pos_577--->C34:2_PC,Hydrogenation,2.018299999999954,0.0026499355399538516,C8-pos_577,756.5505,8.84,C34:2_PC,758.5688,8.69,C8-pos
C8-pos_577--->C8-pos_719,OH → SH,15.973299999999995,0.00385638044000558,C8-pos_577,756.5505,8.84,C8-pos_719,772.5238,9.1,C8-pos
C8-pos_577--->C8-pos_664,Hydration,18.01679999999999,0.006235315979989053,C8-pos_577,756.5505,8.84,C8-pos_664,774.5673,8.99,C8-pos
C8-pos_577--->C36:3_PC,Ethylation,28.03329999999994,0.0019998710799384867,C8-pos_577,756.5505,8.84,C36:3_PC,784.5838,8.84,C8-pos
C36:3_PE_plasmalogen--->C34:3_PC,Formylation,27.994800000000055,0.00011461955994462869,C36:3_PE_plasmalogen,728.5581,9.42,C34:3_PC,756.5529,8.41,C8-pos
C8-pos_1461--->C34:3_PC,Tyr → Trp,23.009500000000003,0.006484417469998505,C8-pos_1461,733.5434,11.98,C34:3_PC,756.5529,8.41,C8-pos
C36:3_PE--->C34:3_PC,Methylation,14.015800000000013,0.00014993554001208054,C36:3_PE,742.5371,8.84,C34:3_PC,756.5529,8.41,C8-pos
C8-pos_467--->C34:3_PC,Hydrogenation,2.018100000000004,0.0024499355400040557,C8-pos_467,754.5348,8.54,C34:3_PC,756.5529,8.41,C8-pos
C34:4_PC--->C34:3_PC,Hydrogenation,2.015700000000038,4.993554003807077e-05,C34:4_PC,754.5372,8.24,C34:3_PC,756.5529,8.41,C8-pos
C34:3_PC--->C34:2_PC,Hydrogenation,2.015899999999988,0.00024993553998786666,C34:3_PC,756.5529,8.41,C34:2_PC,758.5688,8.69,C8-pos
C34:3_PC--->C8-pos_719,OH → SH,15.970900000000029,0.006256380439971565,C34:3_PC,756.5529,8.41,C8-pos_719,772.5238,9.1,C8-pos
C34:3_PC--->C8-pos_664,Hydration,18.014400000000023,0.0038353159800230685,C34:3_PC,756.5529,8.41,C8-pos_664,774.5673,8.99,C8-pos
C34:3_PC--->C36:3_PC,Ethylation,28.030899999999974,0.0004001289200274982,C34:3_PC,756.5529,8.41,C36:3_PC,784.5838,8.84,C8-pos
C8-pos_1470--->C8-pos_783,Taurine conjugation,106.99890000000005,0.005199405069959084,C8-pos_1470,649.5912,11.99,C8-pos_783,756.5901,9.17,C8-pos
C36:3_PE_plasmalogen--->C8-pos_783,Ethylation,28.03200000000004,0.0006998710800374397,C36:3_PE_plasmalogen,728.5581,9.42,C8-pos_783,756.5901,9.17,C8-pos
C8-pos_1459--->C8-pos_783,Amination,17.029899999999998,0.0033508985099963695,C8-pos_1459,739.5602,11.98,C8-pos_783,756.5901,9.17,C8-pos
C8-pos_943--->C8-pos_783,Hydrogenation,2.0176999999999907,0.002049935539990777,C8-pos_943,754.5724,9.55,C8-pos_783,756.5901,9.17,C8-pos
C8-pos_783--->C8-pos_693,COOH → CONH2,-0.9886999999999944,0.004684417469995594,C8-pos_783,756.5901,9.17,C8-pos_693,755.6014,9.05,C8-pos
C8-pos_783--->C8-pos_697,C=O → CHNH2,1.030999999999949,0.0006344819300529991,C8-pos_783,756.5901,9.17,C8-pos_697,757.6211,9.06,C8-pos
C8-pos_783--->C36:3_PC_plasmalogen,Methylation,14.01400000000001,0.0016500644599908298,C8-pos_783,756.5901,9.17,C36:3_PC_plasmalogen,770.6041,9.13,C8-pos
C8-pos_783--->C8-pos_880,Methylation,14.014099999999985,0.001550064460015932,C8-pos_783,756.5901,9.17,C8-pos_880,770.6042,9.41,C8-pos
