metabolites,possible_transformation,transformation_diff_abs,delta_mz,method_1,mz_1,rt_1,method_2,mz_2,rt_2
LIPID_4140-----LIPID_5645,OH → SH,0.00234361956003,15.9795,LIPID,661.5374,15.47,LIPID,645.5579,19.83
LIPID_3926-----LIPID_5701,OH → SH,0.00234361956003,15.9795,LIPID,685.5375,15.09,LIPID,669.558,20.03
LIPID_4639-----LIPID_5623,OH → SH,0.00234361956003,15.9795,LIPID,743.6154,16.51,LIPID,727.6359,19.74
LIPID_616-----LIPID_1453,Malonylation,0.00234385868001,83.9824,LIPID,616.3199,6.85,LIPID,532.3375,8.39
LIPID_1212-----LIPID_1600,Malonylation,0.00234385868001,83.9824,LIPID,694.3276,7.87,LIPID,610.3452,8.66
LIPID_2682-----LIPID_3652,Malonylation,0.00234385868001,83.9824,LIPID,722.554,12.62,LIPID,638.5716,14.52
LIPID_2877-----LIPID_3246,Malonylation,0.00234385868001,83.9824,LIPID,848.5361,13.06,LIPID,764.5537,13.79
LIPID_3131-----LIPID_3931,Malonylation,0.00234385868001,83.9824,LIPID,888.5684,13.54,LIPID,804.586,15.13
LIPID_4889-----LIPID_3941,Malonylation,0.00234385868001,83.9824,LIPID,935.6528,17.02,LIPID,851.6704,15.16
LIPID_241-----LIPID_1140,Amination,0.00234910148994,17.0242,LIPID,607.3458,6.38,LIPID,590.3216,7.75
LIPID_807-----LIPID_1233,Amination,0.00234910148994,17.0242,LIPID,609.3612,7.16,LIPID,592.337,7.94
LIPID_2754-----LIPID_121,Amination,0.00234910148994,17.0242,LIPID,658.2748,12.83,LIPID,641.2506,6.08
LIPID_4402-----LIPID_4048,Amination,0.00234910148994,17.0242,LIPID,635.3431,16.0,LIPID,618.3189,15.28
LIPID_3322-----LIPID_1011,Amination,0.00234910148994,17.0242,LIPID,750.5424,13.9,LIPID,733.5182,7.46
LIPID_4651-----LIPID_3233,Amination,0.00234910148994,17.0242,LIPID,835.6221,16.54,LIPID,818.5979,13.76
LIPID_3102-----LIPID_3007,Amination,0.00234910148994,17.0242,LIPID,889.071,13.51,LIPID,872.0468,13.33
LIPID_4333-----LIPID_4811,Amination,0.00234910148994,17.0242,LIPID,1084.6945,15.9,LIPID,1067.6703,16.87
LIPID_3220-----LIPID_2749,Amination,0.00234910148999,17.0242,LIPID,470.2914,13.73,LIPID,453.2672,12.83
LIPID_4357-----LIPID_4099,Amination,0.00234910149005,17.0242,LIPID,758.3471,15.97,LIPID,741.3229,15.31
LIPID_3886-----LIPID_3731,Amination,0.00234910149016,17.0242,LIPID,1041.6435,14.96,LIPID,1024.6193,14.63
LIPID_1571-----LIPID_1304,Methylation,0.00234993553991,14.018,LIPID,848.5744,8.55,LIPID,834.5564,8.02
LIPID_2285-----LIPID_2107,Hydrogenation,0.00234993553992,2.018,LIPID,644.4264,11.39,LIPID,642.4084,10.34
LIPID_2242-----LIPID_2107,Hydrogenation,0.00234993553992,2.018,LIPID,644.4264,11.28,LIPID,642.4084,10.34
LIPID_3194-----LIPID_3226,Hydrogenation,0.00234993553992,2.018,LIPID,748.5264,13.66,LIPID,746.5084,13.75
LIPID_1034-----LIPID_3829,Hydrogenation,0.00234993553997,2.018,LIPID,414.3214,7.51,LIPID,412.3034,14.81
LIPID_533-----LIPID_310,Hydrogenation,0.00234993553997,2.018,LIPID,471.2956,6.74,LIPID,469.2776,6.5
LIPID_1042-----LIPID_1593,Hydrogenation,0.00234993554003,2.018,LIPID,463.303,7.52,LIPID,461.285,8.63
C22:6_LPE-----LIPID_1180,Hydrogenation,0.00234993554003,2.018,LIPID,526.2924,7.77,LIPID,524.2744,7.79
LIPID_1455-----LIPID_1647,Hydrogenation,0.00234993554003,2.018,LIPID,570.353,8.41,LIPID,568.335,8.82
LIPID_5286-----LIPID_6195,Hydrogenation,0.00234993554003,2.018,LIPID,649.5911,18.48,LIPID,647.5731,22.24
LIPID_5189-----LIPID_5526,Hydrogenation,0.00234993554003,2.018,LIPID,647.576,18.06,LIPID,645.558,19.41
LIPID_5581-----LIPID_4284,Methylation,0.00234993554003,14.018,LIPID,670.6495,19.58,LIPID,656.6315,15.77
LIPID_4970-----LIPID_3789,Methylation,0.00234993554003,14.018,LIPID,682.6128,17.23,LIPID,668.5948,14.79
LIPID_4870-----LIPID_3789,Methylation,0.00234993554003,14.018,LIPID,682.6128,16.98,LIPID,668.5948,14.79
LIPID_850-----LIPID_1327,Hydrogenation,0.00234993554003,2.018,LIPID,792.5484,7.22,LIPID,790.5304,8.09
C38:6_PC-----LIPID_850,Methylation,0.00234993554003,14.018,LIPID,806.5664,13.54,LIPID,792.5484,7.22
LIPID_3539-----LIPID_2739,Hydrogenation,0.00234993554003,2.018,LIPID,930.5764,14.31,LIPID,928.5584,12.8
LIPID_3713-----LIPID_3414,Hydrogenation,0.00234993554003,2.018,LIPID,1050.5907,14.6,LIPID,1048.5727,14.07
LIPID_1647-----LIPID_1165,Hydrogenation,0.00235006445993,2.0133,LIPID,568.335,8.82,LIPID,566.3217,7.79
LIPID_4348-----LIPID_4342,Hydrogenation,0.00235006445993,2.0133,LIPID,634.6471,15.96,LIPID,632.6338,15.94
LIPID_3185-----LIPID_3060,Methylation,0.00235006445993,14.0133,LIPID,756.5515,13.64,LIPID,742.5382,13.4
LIPID_1014-----LIPID_2464,Hydrogenation,0.00235006445993,2.0133,LIPID,872.6041,7.46,LIPID,870.5908,11.99
LIPID_850-----LIPID_712,Methylation,0.00235006446004,14.0133,LIPID,792.5484,7.22,LIPID,778.5351,6.98
C52:4_TAG-----LIPID_5081,Methylation,0.00235006446004,14.0133,LIPID,877.7224,17.86,LIPID,863.7091,17.62
LIPID_3084-----LIPID_3073,Methylation,0.00235006446004,14.0133,LIPID,912.5686,13.47,LIPID,898.5553,13.44
LIPID_3908-----LIPID_4108,Methylation,0.00235006446004,14.0133,LIPID,929.6689,15.03,LIPID,915.6556,15.34
LIPID_6272-----LIPID_6028,Methylation,0.00235006446004,14.0133,LIPID,1031.0043,22.62,LIPID,1016.991,21.38
LIPID_4443-----LIPID_4001,Methylation,0.00235006446004,14.0133,LIPID,956.6673,16.09,LIPID,942.654,15.26
LIPID_3350-----LIPID_929,Amination,0.00235089850991,17.0289,LIPID,816.5858,13.97,LIPID,799.5569,7.36
LIPID_5067-----LIPID_5352,Amination,0.00235089850991,17.0289,LIPID,870.754,17.53,LIPID,853.7251,18.76
LIPID_3051-----LIPID_3281,Amination,0.00235089850991,17.0289,LIPID,882.6007,13.39,LIPID,865.5718,13.82
LIPID_5683-----LIPID_5904,Amination,0.00235089850991,17.0289,LIPID,984.894,19.98,LIPID,967.8651,20.85
LIPID_3126-----LIPID_2479,Amination,0.00235089851002,17.0289,LIPID,497.2826,13.54,LIPID,480.2537,12.01
LIPID_3099-----LIPID_2678,Amination,0.00235089851002,17.0289,LIPID,634.5402,13.51,LIPID,617.5113,12.58
LIPID_3099-----C34:1_DAG,Amination,0.00235089851002,17.0289,LIPID,634.5402,13.51,LIPID,617.5113,14.37
LIPID_3531-----C36:1_DAG,Amination,0.00235089851002,17.0289,LIPID,662.5716,14.28,LIPID,645.5427,15.09
LIPID_4515-----C42:0_TAG,Amination,0.00235089851002,17.0289,LIPID,762.6601,16.26,LIPID,745.6312,16.93
LIPID_4756-----C44:0_TAG,Amination,0.00235089851002,17.0289,LIPID,790.6912,16.78,LIPID,773.6623,17.42
LIPID_4820-----C46:1_TAG,Amination,0.00235089851002,17.0289,LIPID,816.7062,16.9,LIPID,799.6773,17.5
LIPID_4961-----LIPID_5975,Amination,0.00235089851002,17.0289,LIPID,868.738,17.21,LIPID,851.7091,21.12
LIPID_4961-----LIPID_5952,Amination,0.00235089851002,17.0289,LIPID,868.738,17.21,LIPID,851.7091,21.04
LIPID_3662-----LIPID_3628,Amination,0.00235089851002,17.0289,LIPID,945.628,14.55,LIPID,928.5991,14.5
LIPID_5410-----C56:3_TAG,Amination,0.00235089851002,17.0289,LIPID,952.8313,18.96,LIPID,935.8024,19.25
LIPID_4660-----LIPID_5657,Malonylation,0.00235614131995,83.9871,LIPID,1062.9814,16.56,LIPID,978.9943,19.88
LIPID_1129-----LIPID_4244,Malonylation,0.00235614132001,83.9871,LIPID,504.3061,7.68,LIPID,420.319,15.67
LIPID_2107-----LIPID_526,Malonylation,0.00235614132006,83.9871,LIPID,642.4084,10.34,LIPID,558.4213,6.74
LIPID_4566-----LIPID_4803,Malonylation,0.00235614132006,83.9871,LIPID,941.7192,16.38,LIPID,857.7321,16.86
LIPID_2759-----LIPID_3437,Malonylation,0.00235614132006,83.9871,LIPID,972.0655,12.83,LIPID,888.0784,14.1
LIPID_1770-----LIPID_259,OH → SH,0.00235638043998,15.9748,LIPID,485.2163,9.05,LIPID,469.2415,6.45
LIPID_3207-----LIPID_3511,OH → SH,0.00235638044004,15.9748,LIPID,894.5578,13.68,LIPID,878.583,14.23
LIPID_5570-----C54:1_TAG,OH → SH,0.00235638044004,15.9748,LIPID,927.7773,19.55,LIPID,911.8025,19.56
LIPID_5621-----C56:2_TAG,OH → SH,0.00235638044004,15.9748,LIPID,953.7931,19.74,LIPID,937.8183,19.68
LIPID_2560-----LIPID_121,Glycine conjugation,0.00236372105002,57.0191,LIPID,698.2697,12.25,LIPID,641.2506,6.08
LIPID_4218-----LIPID_1628,Glycine conjugation,0.00236372105002,57.0191,LIPID,748.3315,15.64,LIPID,691.3124,8.79
LIPID_4001-----LIPID_4085,Glycine conjugation,0.00236372105002,57.0191,LIPID,942.654,15.26,LIPID,885.6349,15.3
LIPID_3149-----LIPID_2340,Mercapturic acid conjugation,0.00236408908989,161.0123,LIPID,822.5401,13.56,LIPID,661.5278,11.53
LIPID_961-----LIPID_5253,Glycine → Taurine,0.0023643159799,49.985,LIPID,777.5455,7.4,LIPID,727.5605,18.35
LIPID_172-----LIPID_1897,Glycine → Taurine,0.00236431598002,49.985,LIPID,516.3749,6.26,LIPID,466.3899,9.4
LIPID_1483-----LIPID_3050,Glycine → Taurine,0.00236431598002,49.985,LIPID,867.5431,8.47,LIPID,817.5581,13.38
LIPID_3529-----LIPID_4905,Glycine → Taurine,0.00236431598002,49.985,LIPID,913.6364,14.28,LIPID,863.6514,17.05
LIPID_1496-----LIPID_1376,Acetylation,0.00236468401989,42.0082,LIPID,586.3458,8.49,LIPID,544.3376,8.21
LIPID_4727-----LIPID_5194,Acetylation,0.00236468401989,42.0082,LIPID,977.7353,16.71,LIPID,935.7271,18.09
LIPID_1481-----LIPID_1169,Hydration,0.0023646840199,18.0082,LIPID,666.3327,8.47,LIPID,648.3245,7.79
LIPID_6224-----LIPID_5342,Hydration,0.0023646840199,18.0082,LIPID,857.7548,22.39,LIPID,839.7466,18.75
LIPID_1912-----LIPID_354,Hydration,0.00236468402001,18.0082,LIPID,430.9808,9.48,LIPID,412.9726,6.57
LIPID_1842-----LIPID_639,Hydration,0.00236468402001,18.0082,LIPID,490.3118,9.15,LIPID,472.3036,6.86
LIPID_1600-----LIPID_1233,Hydration,0.00236468402001,18.0082,LIPID,610.3452,8.66,LIPID,592.337,7.94
LIPID_3515-----LIPID_5117,Acetylation,0.00236468402001,42.0082,LIPID,591.4958,14.23,LIPID,549.4876,17.74
LIPID_2678-----LIPID_5143,Acetylation,0.00236468402001,42.0082,LIPID,617.5113,12.58,LIPID,575.5031,17.86
LIPID_2785-----LIPID_2556,Acetylation,0.00236468402001,42.0082,LIPID,617.273,12.86,LIPID,575.2648,12.25
C34:1_DAG-----LIPID_5143,Acetylation,0.00236468402001,42.0082,LIPID,617.5113,14.37,LIPID,575.5031,17.86
LIPID_2095-----LIPID_2108,Acetylation,0.00236468402001,42.0082,LIPID,639.457,10.28,LIPID,597.4488,10.34
LIPID_4340-----LIPID_3985,Acetylation,0.00236468402001,42.0082,LIPID,672.6263,15.94,LIPID,630.6181,15.25
LIPID_4319-----LIPID_5351,Hydration,0.00236468402001,18.0082,LIPID,698.6416,15.87,LIPID,680.6334,18.76
LIPID_2440-----LIPID_3480,Acetylation,0.00236468402001,42.0082,LIPID,760.5825,11.86,LIPID,718.5743,14.17
LIPID_3205-----LIPID_231,Hydration,0.00236468402001,18.0082,LIPID,812.5561,13.67,LIPID,794.5479,6.36
LIPID_4113-----LIPID_4806,Acetylation,0.00236468402001,42.0082,LIPID,825.6549,15.38,LIPID,783.6467,16.86
LIPID_3313-----LIPID_3186,Acetylation,0.00236468402001,42.0082,LIPID,919.0787,13.87,LIPID,877.0705,13.64
LIPID_3630-----LIPID_3365,Hydration,0.00236468402001,18.0082,LIPID,956.5932,14.5,LIPID,938.585,13.98
LIPID_5220-----LIPID_4646,Hydration,0.00236468402001,18.0082,LIPID,961.7426,18.23,LIPID,943.7344,16.53
LIPID_3668-----LIPID_4256,Acetylation,0.00236468402001,42.0082,LIPID,956.5927,14.56,LIPID,914.5845,15.7
LIPID_5447-----LIPID_3086,C=O → CHNH2,0.00236551806999,1.034,LIPID,659.5734,19.14,LIPID,658.5394,13.47
LIPID_5472-----LIPID_3345,C=O → CHNH2,0.00236551806999,1.034,LIPID,661.5894,19.25,LIPID,660.5554,13.94
LIPID_230-----LIPID_1674,C=O → CHNH2,0.00236551806999,1.034,LIPID,662.4705,6.36,LIPID,661.4365,8.88
LIPID_2474-----LIPID_884,C=O → CHNH2,0.00236551806999,1.034,LIPID,779.5282,12.01,LIPID,778.4942,7.27
LIPID_754-----LIPID_1630,C=O → CHNH2,0.0023655180701,1.034,LIPID,711.3929,7.06,LIPID,710.3589,8.79
LIPID_4691-----LIPID_4704,C=O → CHNH2,0.0023655180701,1.034,LIPID,864.7054,16.62,LIPID,863.6714,16.64
LIPID_3312-----LIPID_4678,Phosphorylation,0.00236947909002,79.9687,LIPID,819.6064,13.87,LIPID,739.6377,16.62
LIPID_2496-----LIPID_961,Phosphorylation,0.00236947909002,79.9687,LIPID,857.5142,12.08,LIPID,777.5455,7.4
LIPID_4778-----LIPID_5202,Phosphorylation,0.00236947909002,79.9687,LIPID,890.7215,16.81,LIPID,810.7528,18.15
LIPID_5118-----LIPID_5460,Phosphorylation,0.00236947909002,79.9687,LIPID,946.7844,17.77,LIPID,866.8157,19.19
LIPID_4047-----LIPID_4239,Carboxylation,0.00237076087991,43.9922,LIPID,795.3322,15.28,LIPID,751.34,15.67
LIPID_5353-----LIPID_5166,Carboxylation,0.00237076087991,43.9922,LIPID,983.8027,18.76,LIPID,939.8105,17.98
LIPID_4163-----LIPID_4586,Carboxylation,0.00237076088003,43.9922,LIPID,925.71,15.51,LIPID,881.7178,16.41
LIPID_3512-----LIPID_2372,Carboxylation,0.00237076088003,43.9922,LIPID,900.5676,14.23,LIPID,856.5754,11.61
LIPID_3309-----LIPID_3568,Carboxylation,0.00237076088003,43.9922,LIPID,954.5765,13.87,LIPID,910.5843,14.35
LIPID_1578-----LIPID_3673,Carboxylation,0.00237076088003,43.9922,LIPID,1012.58,8.55,LIPID,968.5878,14.57
LIPID_3577-----LIPID_4215,Glucosylation,0.0023765798999,162.0552,LIPID,870.6687,14.35,LIPID,708.6135,15.64
LIPID_266-----LIPID_1266,Glucosylation,0.00237657990002,162.0552,LIPID,730.3927,6.45,LIPID,568.3375,8.02
LIPID_701-----C18:2_LPC,Tyr → Trp,0.00238441747,23.0136,LIPID,543.3529,6.96,LIPID,520.3393,7.79
LIPID_625-----LIPID_1393,Tyr → Trp,0.00238441747,23.0136,LIPID,525.3038,6.86,LIPID,502.2902,8.21
LIPID_2774-----LIPID_3530,Tyr → Trp,0.00238441747,23.0136,LIPID,725.556,12.86,LIPID,702.5424,14.28
LIPID_2707-----LIPID_3481,COOH → CONH2,0.00238441747,-0.9864,LIPID,737.5557,12.7,LIPID,738.5421,14.17
LIPID_3495-----LIPID_2588,Tyr → Trp,0.00238441747,23.0136,LIPID,740.556,14.19,LIPID,717.5424,12.31
LIPID_1100-----LIPID_4875,Tyr → Trp,0.00238441747,23.0136,LIPID,994.7241,7.61,LIPID,971.7105,17.0
LIPID_1745-----LIPID_572,Sulfation,0.00238514132002,79.9592,LIPID,507.2282,9.01,LIPID,427.269,6.78
LIPID_334-----LIPID_195,Sulfation,0.00238514132002,79.9592,LIPID,563.1154,6.55,LIPID,483.1562,6.32
LIPID_3487-----LIPID_4021,Sulfation,0.00238514132002,79.9592,LIPID,632.7934,14.18,LIPID,552.8342,15.27
LIPID_3547-----LIPID_4400,Sulfation,0.00238514132002,79.9592,LIPID,712.7953,14.33,LIPID,632.8361,15.99
LIPID_1644-----LIPID_2674,Sulfation,0.00238514132002,79.9592,LIPID,808.5357,8.8,LIPID,728.5765,12.58
LIPID_2817-----LIPID_1149,Formylation,0.00238538043988,27.9973,LIPID,576.272,12.89,LIPID,548.2747,7.77
LIPID_721-----LIPID_1376,Hydroxylation,0.00238538044,15.9973,LIPID,560.3349,7.01,LIPID,544.3376,8.21
LIPID_4341-----LIPID_4348,Hydroxylation,0.00238538044,15.9973,LIPID,650.6444,15.94,LIPID,634.6471,15.96
LIPID_4048-----LIPID_1140,Formylation,0.00238538044,27.9973,LIPID,618.3189,15.28,LIPID,590.3216,7.75
LIPID_3792-----LIPID_4275,Hydroxylation,0.00238538044,15.9973,LIPID,646.6132,14.79,LIPID,630.6159,15.75
LIPID_749-----LIPID_1368,Formylation,0.00238538044,27.9973,LIPID,690.4803,7.05,LIPID,662.483,8.17
LIPID_4402-----LIPID_241,Formylation,0.00238538044,27.9973,LIPID,635.3431,16.0,LIPID,607.3458,6.38
C32:1_PC-----LIPID_3521,Formylation,0.00238538044,27.9973,LIPID,732.5527,13.02,LIPID,704.5554,14.26
LIPID_3353-----LIPID_3246,Formylation,0.00238538044,27.9973,LIPID,792.551,13.97,LIPID,764.5537,13.79
LIPID_2372-----LIPID_1061,Formylation,0.00238538044,27.9973,LIPID,856.5754,11.61,LIPID,828.5781,7.53
LIPID_3084-----LIPID_3162,Hydroxylation,0.00238538044,15.9973,LIPID,912.5686,13.47,LIPID,896.5713,13.61
LIPID_3035-----LIPID_1646,Hydroxylation,0.00238538044,15.9973,LIPID,998.5609,13.36,LIPID,982.5636,8.81
LIPID_3272-----LIPID_263,Glucuronidation,0.00238797519995,176.0297,LIPID,605.2784,13.81,LIPID,429.2487,6.45
LIPID_4499-----LIPID_5949,Glucuronidation,0.00238797520007,176.0297,LIPID,933.7125,16.23,LIPID,757.6828,21.03
LIPID_6274-----LIPID_6271,Phe → Trp,0.00239903702986,39.0085,LIPID,1072.0026,22.63,LIPID,1032.9941,22.61
LIPID_5568-----LIPID_6271,Phe → Trp,0.00239903702986,39.0085,LIPID,1072.0026,19.54,LIPID,1032.9941,22.61
LIPID_265-----LIPID_1393,Phe → Trp,0.00239903702997,39.0085,LIPID,541.2987,6.45,LIPID,502.2902,8.21
LIPID_3656-----LIPID_2566,Phe → Trp,0.00239903702997,39.0085,LIPID,755.575,14.53,LIPID,716.5665,12.26
LIPID_4334-----LIPID_5109,Phe → Trp,0.00239903702997,39.0085,LIPID,924.6801,15.9,LIPID,885.6716,17.73
LIPID_3162-----LIPID_5129,Phe → Trp,0.00239903703009,39.0085,LIPID,896.5713,13.61,LIPID,857.5628,17.81
LIPID_1243-----LIPID_310,Taurine conjugation,0.00239940506998,107.0017,LIPID,576.2793,7.99,LIPID,469.2776,6.5
LIPID_1105-----LIPID_810,Taurine conjugation,0.00239940506998,107.0017,LIPID,655.3814,7.62,LIPID,548.3797,7.16
C52:6_TAG-----LIPID_4892,Taurine conjugation,0.00239940506998,107.0017,LIPID,873.693,17.21,LIPID,766.6913,17.03
C54:7_TAG-----LIPID_4925,Taurine conjugation,0.00239940506998,107.0017,LIPID,899.7084,17.31,LIPID,792.7067,17.12
LIPID_2823-----LIPID_1361,Taurine conjugation,0.00239940506998,107.0017,LIPID,951.5449,12.91,LIPID,844.5432,8.15
C60:12_TAG-----LIPID_4846,Taurine conjugation,0.00239940506998,107.0017,LIPID,973.7255,17.31,LIPID,866.7238,16.93
LIPID_641-----LIPID_78,Taurine conjugation,0.00239940507004,107.0017,LIPID,551.3194,6.86,LIPID,444.3177,6.01
LIPID_4464-----LIPID_4409,Taurine conjugation,0.00239940507009,107.0017,LIPID,791.6148,16.15,LIPID,684.6131,16.0
C50:6_TAG-----LIPID_4640,Taurine conjugation,0.00239940507009,107.0017,LIPID,845.6618,16.78,LIPID,738.6601,16.51
LIPID_1092-----LIPID_4121,Taurine conjugation,0.00239940507009,107.0017,LIPID,1035.6378,7.59,LIPID,928.6361,15.4
LIPID_5003-----LIPID_4778,Ethylation,0.00239987107995,28.0337,LIPID,918.7552,17.31,LIPID,890.7215,16.81
LIPID_3758-----LIPID_3408,Ethylation,0.00239987107995,28.0337,LIPID,1082.6232,14.73,LIPID,1054.5895,14.07
LIPID_5189-----C14:0_CE,Ethylation,0.00239987108007,28.0337,LIPID,647.576,18.06,LIPID,619.5423,18.28
LIPID_4114-----LIPID_2316,Ethylation,0.00239987108007,28.0337,LIPID,788.6159,15.38,LIPID,760.5822,11.48
C36:1_PC-----LIPID_2316,Ethylation,0.00239987108007,28.0337,LIPID,788.6159,14.59,LIPID,760.5822,11.48
LIPID_3935-----LIPID_4161,Ethylation,0.00239987108007,28.0337,LIPID,866.6625,15.14,LIPID,838.6288,15.5
LIPID_1796-----LIPID_2414,Ethylation,0.00240012891998,28.0289,LIPID,609.4831,9.07,LIPID,581.4542,11.78
LIPID_4145-----LIPID_4659,Ethylation,0.00240012891998,28.0289,LIPID,684.6267,15.48,LIPID,656.5978,16.56
LIPID_3193-----LIPID_3368,Ethylation,0.00240012891998,28.0289,LIPID,794.5648,13.66,LIPID,766.5359,13.98
LIPID_2892-----LIPID_2864,Ethylation,0.00240012891998,28.0289,LIPID,795.5696,13.1,LIPID,767.5407,13.02
C52:3_TAG-----LIPID_5975,Ethylation,0.00240012891998,28.0289,LIPID,879.738,18.23,LIPID,851.7091,21.12
C52:3_TAG-----LIPID_5952,Ethylation,0.00240012891998,28.0289,LIPID,879.738,18.23,LIPID,851.7091,21.04
LIPID_3235-----LIPID_3022,Ethylation,0.00240012891998,28.0289,LIPID,908.5664,13.77,LIPID,880.5375,13.35
LIPID_4427-----LIPID_4120,Ethylation,0.00240012892009,28.0289,LIPID,878.6981,16.04,LIPID,850.6692,15.4
LIPID_1541-----LIPID_1799,Phe → Trp,0.00240096296996,39.0133,LIPID,571.2206,8.52,LIPID,532.2073,9.07
C22:6_LPE-----LIPID_1620,Phe → Trp,0.00240096297001,39.0133,LIPID,526.2924,7.77,LIPID,487.2791,8.78
LIPID_2257-----LIPID_820,Phe → Trp,0.00240096297007,39.0133,LIPID,553.3902,11.35,LIPID,514.3769,7.16
LIPID_986-----LIPID_149,Phe → Trp,0.00240096297007,39.0133,LIPID,585.3993,7.43,LIPID,546.386,6.15
LIPID_4861-----LIPID_5258,Phe → Trp,0.00240096297007,39.0133,LIPID,916.7362,16.97,LIPID,877.7229,18.36
LIPID_5074-----C50:0_TAG,Phe → Trp,0.00240096297007,39.0133,LIPID,896.7685,17.62,LIPID,857.7552,18.95
LIPID_5570-----LIPID_4565,Phe → Trp,0.00240096297007,39.0133,LIPID,927.7773,19.55,LIPID,888.764,16.38
LIPID_4156-----LIPID_5378,Formylation,0.00241461955994,27.9925,LIPID,670.6108,15.5,LIPID,642.6183,18.87
LIPID_2938-----LIPID_3057,Hydroxylation,0.00241461955994,15.9925,LIPID,945.056,13.17,LIPID,929.0635,13.39
LIPID_3827-----LIPID_5235,Formylation,0.00241461956005,27.9925,LIPID,642.5793,14.81,LIPID,614.5868,18.26
LIPID_4206-----LIPID_4166,Formylation,0.00241461956005,27.9925,LIPID,658.6107,15.62,LIPID,630.6182,15.52
LIPID_5372-----LIPID_4822,Hydroxylation,0.00241461956005,15.9925,LIPID,729.5763,18.84,LIPID,713.5838,16.9
C38:4_PC-----LIPID_3523,Formylation,0.00241461956005,27.9925,LIPID,810.5978,14.13,LIPID,782.6053,14.27
LIPID_1423-----LIPID_3353,Hydroxylation,0.00241461956005,15.9925,LIPID,808.5435,8.29,LIPID,792.551,13.97
LIPID_832-----C38:5_PC,Formylation,0.00241461956005,27.9925,LIPID,836.5755,7.18,LIPID,808.583,14.07
LIPID_3426-----LIPID_269,Hydroxylation,0.00241461956005,15.9925,LIPID,824.5559,14.09,LIPID,808.5634,6.48
LIPID_212-----LIPID_4027,Formylation,0.00241461956005,27.9925,LIPID,861.3189,6.33,LIPID,833.3264,15.28
LIPID_771-----LIPID_5162,Formylation,0.00241461956005,27.9925,LIPID,829.568,7.1,LIPID,801.5755,17.98
LIPID_3218-----LIPID_3446,Formylation,0.00241461956005,27.9925,LIPID,931.0784,13.73,LIPID,903.0859,14.13
LIPID_3218-----LIPID_3459,Hydroxylation,0.00241461956005,15.9925,LIPID,931.0784,13.73,LIPID,915.0859,14.14
LIPID_5078-----LIPID_4496,Hydroxylation,0.00241461956005,15.9925,LIPID,907.6957,17.62,LIPID,891.7032,16.23
LIPID_3534-----LIPID_3466,Hydroxylation,0.00241461956005,15.9925,LIPID,1012.5802,14.31,LIPID,996.5877,14.15
LIPID_1377-----LIPID_149,Sulfation,0.00241485867991,79.9544,LIPID,626.3404,8.21,LIPID,546.386,6.15
LIPID_2471-----LIPID_969,Sulfation,0.00241485868003,79.9544,LIPID,565.2651,12.0,LIPID,485.3107,7.41
LIPID_4078-----LIPID_1008,COOH → CONH2,0.00241558252993,-0.9816,LIPID,621.3276,15.3,LIPID,622.3092,7.46
LIPID_3200-----LIPID_2908,Tyr → Trp,0.00241558252993,23.0184,LIPID,774.5912,13.66,LIPID,751.5728,13.13
LIPID_2885-----C18:2_SM,Tyr → Trp,0.00241558252993,23.0184,LIPID,772.5749,13.08,LIPID,749.5565,12.58
LIPID_634-----LIPID_1023,COOH → CONH2,0.00241558252998,-0.9816,LIPID,414.3006,6.86,LIPID,415.2822,7.48
LIPID_968-----LIPID_2945,Tyr → Trp,0.00241558252998,23.0184,LIPID,507.2932,7.41,LIPID,484.2748,13.18
LIPID_4183-----LIPID_4438,COOH → CONH2,0.00241558253004,-0.9816,LIPID,714.6024,15.56,LIPID,715.584,16.09
LIPID_2711-----LIPID_1190,COOH → CONH2,0.00241558253004,-0.9816,LIPID,819.5596,12.7,LIPID,820.5412,7.82
LIPID_5559-----LIPID_5073,Tyr → Trp,0.00241558253004,23.0184,LIPID,885.786,19.51,LIPID,862.7676,17.62
LIPID_3430-----LIPID_3463,Tyr → Trp,0.00241558253004,23.0184,LIPID,931.586,14.1,LIPID,908.5676,14.15
LIPID_4172-----LIPID_4889,Tyr → Trp,0.00241558253004,23.0184,LIPID,958.6712,15.54,LIPID,935.6528,17.02
LIPID_1042-----LIPID_367,Carboxylation,0.00242923911996,43.9874,LIPID,463.303,7.52,LIPID,419.3156,6.6
LIPID_1042-----LIPID_4339,Carboxylation,0.00242923911996,43.9874,LIPID,463.303,7.52,LIPID,419.3156,15.93
LIPID_1076-----LIPID_1006,Carboxylation,0.00242923912002,43.9874,LIPID,584.2938,7.57,LIPID,540.3064,7.46
LIPID_1440-----LIPID_1455,Carboxylation,0.00242923912002,43.9874,LIPID,614.3404,8.38,LIPID,570.353,8.41
LIPID_1569-----LIPID_1489,Carboxylation,0.00242923912002,43.9874,LIPID,639.2078,8.54,LIPID,595.2204,8.48
LIPID_1568-----LIPID_1469,Carboxylation,0.00242923912002,43.9874,LIPID,721.211,8.54,LIPID,677.2236,8.44
LIPID_1564-----LIPID_1476,Carboxylation,0.00242923912002,43.9874,LIPID,797.1965,8.53,LIPID,753.2091,8.45
LIPID_2644-----C18:2_SM,Carboxylation,0.00242923912002,43.9874,LIPID,793.5439,12.45,LIPID,749.5565,12.58
LIPID_2964-----LIPID_3088,Carboxylation,0.00242923912002,43.9874,LIPID,863.0554,13.22,LIPID,819.068,13.48
