id	mass	RT	rep1	rep2	rep3	filteredIdentification
2383	110.0258797852814	2029.1500244140625	87673.8515625	12100.33203125	4754.5380859375	
2384	515.2132340082558	1192.5733235677083	87581.734375	25797.28515625	4160.798828125	StdMix1_39, sn-glycero-3-Phosphocholine, 2M+H, [12C]16[1H]41[14N]2[16O]12[31P]2, 1.00000
2385	100.11205145155948	1059.5199788411458	95095.2109375	87565.78125	45139.3203125	12205548, 1,1,1-trideuteriobutane, M+ACN+H, [12C]6[1H]14[14N]1, 0.94500; junk, 0.05500
2386	153.0326395041134	2169.7466634114585	87543.6640625	48643.5703125	48436.37109375	
2387	467.1374864706379	637.2720031738281	295079.84375		87539.2265625	144019, 3-ethenylsulfanylpropyl(trimethoxy)silane, 2M+Na, [12C]16[1H]36[16O]6[32S]2[23Na]1[28Si]2, 1.00000
2388	130.53322914101216	86.03780110677083	87533.03125	58588.875	73626.0234375	
2389	153.03262731955547	2205.7699381510415	87472.21875	49135.11328125	42833.6953125	
2390	90.97664861898	2439.8900553385415	64772.0703125	87407.0078125	41008.515625	
2391	125.07576683062845	1632.1000366210938	87379.4765625		8478.1572265625	
2392	174.99880559364826	2251.8766276041665	99690.421875	87268.921875	63786.875	
2393	260.0371131848963	257.5290018717448	86625.7421875	11346.6650390625	87238.4375	1111834, 3-(5-iodo-1H-phenanthro[9,10-d]imidazol-2-yl)phenol, M+2ACN+2H, [12C]25[1H]21[14N]4[16O]1[127I]1, 1.00000
2394	163.0451980096098	1593.8233235677083	12441.9208984375	87112.921875	6089.8330078125	junk, 0.46000; junk, 0.43000; junk, 0.11000
2395	82.53711944332204	40.86823272705078	87068.0625	12484.212890625	33666.45703125	
2396	357.1516248305118	1174.4266764322917	86978.59375	22321.638671875	3812.547607421875	1067921, 3,3,6,6-tetramethyl-9-thiophen-2-yl-4,5,7,9-tetrahydro-2H-xanthene-1,8-dione, M+H, [12C]21[1H]25[16O]3[32S]1, 0.68000; junk, 0.32000
2397	110.02511801125144	2033.586669921875	86798.421875	40280.36328125	14523.5439453125	
2398	100.09380413052479	819.0399780273438	67480.1875	86790.0546875	39458.35546875	
2399	100.0942203664426	822.343994140625	63300.125	86790.0546875	47648.3515625	
2400	283.1215613348681	1387.719970703125	86700.9453125		8307.341796875	StdMix1_86, D-Erythrose, 2M+ACN+H, [12C]9[13C]1[1H]20[14N]1[16O]8, 1.00000
2401	73.53184946249138	2327.11328125	271934.125	49161.5	86661.71875	
2402	151.00506638350518	2231.9033203125	56743.1640625	86596.6171875	44743.51171875	
2403	84.95971085780877	2230.425048828125	86587.171875		25091.689453125	
2404	226.9512881641854	1718.27001953125	25702.853515625	86573.6328125	28145.40625	
2405	84.95968566399017	2262.9733072916665	86544.6875	6429.51806640625	21492.658203125	
2406	94.04912657644714	2053.4900512695312		86483.359375	65454.2890625	
2407	233.0630635977187	756.5159912109375	86426.5390625	24067.5703125	47954.60546875	
2408	158.00278274991388	2235.7349853515625	86378.5078125		40750.98828125	
2409	298.11290127518396	592.7616577148438	86277.75	24005.349609375	33094.04296875	
2410	109.02235895707683	2091.8566080729165	79912.4453125	156607.265625	86233.9296875	
2411	538.1624259931218	292.2489929199219	36788.75390625		86109.3359375	1429073, 4-[4-(1,3-benzothiazol-2-yl)piperazin-1-yl]sulfonyl-N-cyclohexylbenzenesulfonamide, M+NH4, [12C]23[1H]32[14N]5[16O]4[32S]3, 1.00000
2412	111.03907544965892	1805.17333984375	80745.4921875	23942.896484375	86040.8203125	
2413	282.11837568008207	1410.6700439453125	701615.75		85828.09375	junk, 0.90500; 128123, 6-chloro-1-[3-(dimethylamino)propyl]-3-methylquinoxalin-2-one, M+H, [12C]14[1H]19[14N]3[16O]1[37Cl]1, 0.09500
2414	154.99004213665023	34.11760012308756	85806.171875	13104.5107421875	46499.34765625	junk, 1.00000
2415	426.09099647145274	1107.0149536132812	85716.1328125		3048.744140625	
2416	79.01791188282196	2790.340087890625	85429.875			
2417	98.51204880685736	22.396409670511883	85360.2265625	46447.6328125	75839.8125	
2418	559.150698381087	617.2899983723959	52381.671875	85357.7578125	58880.62890625	StdMix1_11, Inosine, 2M+Na, [12C]20[1H]24[14N]8[16O]10[23Na]1, 1.00000
2419	167.01265485983845	1112.7000122070312	58725.2265625	85343.8515625		
2420	239.09666561804903	713.9580078125	85290.046875		24763.09765625	junk, 0.90500; junk, 0.09500
2421	152.03593693969717	2122.7967122395835	85076.7578125	51208.74609375	77707.609375	junk, 0.95500; junk, 0.04500
2422	299.13898906558046	356.7554931640625	84980.328125		19769.853515625	junk, 1.00000
2423	296.9653452902691	2058.0899658203125	175513.984375	84676.0078125	84963.8515625	
2424	310.1130582952715	1034.1766764322917	84958.921875	1322.9261474609375	7167.2646484375	junk, 1.00000
2425	102.05491742079397	1047.9100341796875	199131.46875	113657.609375	84938.7421875	StdMix1_86, D-Erythrose, M+2ACN+2H, [12C]8[1H]16[14N]2[16O]4, 0.79500; junk, 0.20500
2426	393.13671968260087	489.5800018310547	84919.28125		28905.845703125	junk, 0.90000; junk, 0.05000; junk, 0.04000; junk, 0.00500; 167882, 2,2-dichloroethenyl dihexyl phosphate, M+CH3OH+H, [12C]15[1H]32[16O]5[31P]1[35Cl]2, 0.00500
2427	94.04988499200617	2057.336669921875	78842.1171875	84891.2421875	67191.390625	StdMix1_91, glycolate, M+NH4, [12C]2[1H]8[14N]1[16O]3, 1.00000
2428	180.03031355526628	504.1119893391927	80695.0703125	29967.322265625	84844.484375	
2429	124.54342773274907	2282.3199869791665	84829.640625	60056.4921875	49930.796875	junk, 0.72000; junk, 0.28000
2430	252.96214793218186	2762.860107421875	84771.1015625			
2431	241.12934586731572	1304.4366455078125	84687.09375	3090.3095703125	67031.0625	89880, 2-(2-nitro-5-propylimidazol-1-yl)ethanol, M+ACN+H, [12C]10[1H]17[14N]4[16O]3, 0.30500; 35028, 4,6-bis(prop-2-enoxy)-1,3,5-triazin-2-amine, M+CH3OH+H, [12C]10[1H]17[14N]4[16O]3, 0.24500; junk, 0.23000; 4626, 2-(4-hydroxy-2-oxopyrrolidin-1-yl)acetamide, M+2ACN+H, [12C]10[1H]17[14N]4[16O]3, 0.21000; junk, 0.01000
2432	113.03449096358929	441.0003356933594	540048.875	84611.3984375	81129.984375	
2433	392.15352327793494	603.2254943847656	84557.28125		20838.55859375	
2434	88.50911144192465	2035.5033365885417	84391.59375	17442.814453125	6101.40576171875	
2435	131.53340716953184	55.777900060017906	84359.671875	82400.3984375	72291.96875	
2436	362.15568830564536	955.4760131835938	84343.3203125		2792.38916015625	junk, 0.94500; junk, 0.03500; 540211, 2-(4-ethoxy-2-nitroanilino)-6-(hydroxymethyl)oxane-3,4,5-triol, M+NH4, [12C]14[1H]24[14N]3[16O]8, 0.02000
2437	109.5215508539212	357.7170104980469		84313.2890625		
2438	102.00624494274614	2162.1700032552085	84185.109375	70516.2578125	65907.15625	
2439	128.0191840361426	2759.81005859375	84132.0703125			
2440	255.9440369009298	2433.260009765625	83980.1796875			
2441	131.0702025150782	399.4223327636719	83976.5859375	9700.583984375	39951.73046875	
2442	102.02766603083451	2172.9200032552085	94079.1171875	83921.03125	83015.140625	
2443	323.93153653816944	2175.4200032552085	21240.9140625	83882.8515625	16727.87890625	
2444	101.07093926131931	910.7839965820312	16793.3046875	97638.1484375	83811.7109375	StdMix1_44, L-2_4-Diaminobutanoate, M+2ACN+2H, [12C]8[1H]18[14N]4[16O]2, 0.56000; StdMix1_103, Imidazole, M+CH3OH+H, [12C]4[1H]9[14N]2[16O]1, 0.44000
2445	261.0368562036304	1123.6366373697917	83807.0859375	31542.33984375	11102.509765625	StdMix1_80, D-glucose 6-phosphate, M+H, [12C]6[1H]14[16O]9[31P]1, 1.00000
2446	79.07602692572202	197.67350006103516		83710.234375	20862.92578125	
2447	159.1126289301381	611.0339965820312		83672.0390625		StdMix1_20, L-Valine, M+ACN+H, [12C]7[1H]15[14N]2[16O]2, 0.86000; junk, 0.14000
2448	272.0433501389919	907.9649963378906	83583.9375		10819.42578125	
2449	82.5370988575137	2434.9667154947915	83561.8203125	8818.912109375	30306.97265625	
2450	114.07065059114097	1014.9500122070312	83461.9140625			
2451	90.97667541506215	2807.159912109375	83447.8046875			
2452	185.02324486724498	2529.1832682291665	46620.546875	10615.224609375	83367.7421875	junk, 1.00000
2453	342.12963110921066	1058.5299682617188	83289.3671875		6110.46826171875	
2454	271.91634574465195	2171.739990234375	83237.2109375	46471.23046875	56402.3828125	
2455	193.97356812016565	2112.8099772135415	83148.2421875	160160.125	54543.96484375	
2456	144.06541839990896	906.1259969075521	62083.04296875	82967.015625	14859.634765625	StdMix1_88, 2-oxobutanoate, M+ACN+H, [12C]6[1H]10[14N]1[16O]3, 1.00000
2457	203.56162628343054	1145.7233072916667	82902.4609375	6799.62353515625	12609.921875	junk, 1.00000
2458	169.04532436201626	1193.5500081380208	82837.625	23849.017578125	28282.990234375	
2459	138.51062858542272	2109.0467122395835	137805.328125	48835.09375	82800.796875	
2460	294.02527823196596	977.031005859375	82759.1953125		20862.240234375	junk, 0.95500; junk, 0.04500
2461	213.0180688729008	2002.7166748046875	57594.93359375	82745.671875	25547.427734375	
2462	324.12895085337675	914.2080078125	82690.625		11484.7314453125	80042, N,N-dimethyl-2-phenothiazin-10-ylethanamine;hydrochloride, M+NH4, [12C]16[1H]23[14N]3[35Cl]1[32S]1, 1.00000
2463	312.94291974344816	2252.8499348958335	68296.171875	82669.2109375	50971.203125	
2464	166.09835113109537	746.8819986979166	82599.6796875	63638.74609375	39454.8515625	
2465	110.52160742608935	2346.2799479166665	82588.109375	101147.1640625	67236.4375	
2466	124.08693464036173	973.6399943033854	82505.265625	114429.9453125	89710.8515625	
2467	385.90215706225945	2114.3099772135415	46474.56640625	82504.1171875	31923.69140625	
2468	137.0133271557709	2040.9299926757812		72549.4140625	82369.609375	548576, N,N',N',1,1-pentafluoromethanediamine, M+H, [12C]1[1H]2[19F]5[14N]2, 1.00000
2469	100.12511479289475	820.4499918619791	84750.625	82336.75	61684.94140625	
2470	129.13847323942284	2730.6966959635415	82297.96875	63912.51953125	2271.531005859375	
2471	213.0181435065301	2781.199951171875	82214.3828125			
2472	307.1022859563965	739.2199910481771	82205.3125	67019.1484375	27994.9296875	junk, 0.94000; 80042, N,N-dimethyl-2-phenothiazin-10-ylethanamine;hydrochloride, M+H, [12C]16[1H]20[14N]2[35Cl]1[32S]1, 0.03500; junk, 0.02500
2473	81.04477014134797	985.0640055338541	93060.6953125	67406.875	82177.109375	8062, butanedinitrile, M+H, [12C]4[1H]5[14N]2, 0.90500; junk, 0.09500
2474	274.09758635947145	378.57899983723956	82023.6640625	10525.3427734375	29087.548828125	junk, 1.00000
2475	135.53041535388118	587.0053304036459	81876.5390625	21891.462890625	47217.73046875	
2476	134.06390498619706	1116.5499674479167	81840.0	68931.15625	22125.46875	StdMix1_32, L-Asparagine, M+H, [12C]3[13C]1[1H]9[14N]2[16O]3, 1.00000
2477	94.5455073368466	2591.409912109375		81824.7421875		
2478	178.03979684826967	2093.0599365234375		66895.84375	81729.96875	junk, 0.54500; 548576, N,N',N',1,1-pentafluoromethanediamine, M+ACN+H, [12C]3[1H]5[19F]5[14N]3, 0.43000; junk, 0.02500
2479	95.04380092427677	1689.9266764322917	128701.625	94842.0625	81625.6015625	junk, 0.74000; 67859, 2-(2-fluorophenoxy)propane-1,3-diol, M+2H, [12C]9[1H]13[19F]1[16O]2[18O]1, 0.26000
2480	98.51205050872947	18.371476491292317	81603.578125	46447.6328125	75839.8125	
2481	263.07367098233544	733.3299967447916	81585.15625	54340.23828125	38823.234375	StdMix1_86, D-Erythrose, 2M+Na, [12C]8[1H]16[16O]8[23Na]1, 0.81000; 2798167, 6,8-difluoro-1,2-dihydropyrazolo[4,3-c]quinolin-3-one, M+ACN+H, [12C]12[1H]9[19F]2[14N]4[16O]1, 0.14500; junk, 0.03000; junk, 0.01500
2482	167.00613413746217	2114.8399658203125	81380.765625	72790.5078125		
2483	146.98018235752394	187.97533162434897	35672.19140625	36623.5546875	81359.234375	
2484	79.01790767930557	2735.7750244140625	81266.9609375		10813.1318359375	
2485	194.97479445878182	2075.6266276041665	27336.23828125	81179.6875	21159.638671875	
2486	254.0854947362709	798.1499938964844	81145.5625		17110.76953125	junk, 0.71500; junk, 0.28500
2487	90.97665544436633	2377.6700846354165	60864.98046875	81070.734375	42455.39453125	
2488	171.0147720958662	991.6199951171875	100859.4765625	80957.046875	43781.82421875	StdMix1_77, L-Cysteate, M+H, [12C]2[13C]1[1H]8[14N]1[16O]5[32S]1, 1.00000
2489	252.96215768097198	2654.010009765625	80952.6328125		25178.544921875	
2490	770.8489388804729	1261.7699788411458	80927.6875	69304.8515625	36749.31640625	
2491	323.9316320385822	2110.4966634114585	24547.328125	80872.6171875	17381.6171875	
2492	104.03011618242574	1885.1133219401042	80868.15625	50391.29296875	53766.5625	junk, 0.60500; junk, 0.39500
2493	144.04769782022615	450.8294982910156	80798.4609375		20763.248046875	
2494	393.1867834745134	1127.4700317382812	80749.96875		9992.0439453125	junk, 1.00000
2495	226.95129399163238	1755.92333984375	23906.939453125	80708.765625	24748.48046875	
2496	193.97356441065403	2190.443359375	80599.4765625	188251.203125	59101.3125	
2497	161.09010037040795	342.5066630045573	80583.8046875	22553.72265625	46403.7265625	13433815, 4,5-didehydropyridine, M+2ACN+H, [12C]8[13C]1[1H]10[14N]3, 1.00000
2498	95.04380408853882	1545.7867024739583	80575.5234375	65445.23046875	54124.2734375	67859, 2-(2-fluorophenoxy)propane-1,3-diol, M+2H, [12C]9[1H]13[19F]1[16O]2[18O]1, 0.98000; junk, 0.02000
2499	167.020611786606	2112.594970703125	80269.2890625	73875.046875		junk, 0.97500; junk, 0.02000; junk, 0.00500
2500	143.0394613247379	2610.3766276041665	80230.5546875	45698.8671875	41085.390625	
2501	327.00806590430585	307.76999918619794	80191.7265625	33543.75	20002.890625	junk, 1.00000
2502	145.58903297902305	1525.7100219726562	80172.8515625		5629.31982421875	
2503	103.03692371807955	2114.4132486979165	80109.546875	76659.3984375	53477.56640625	10678569, 2-deuterio-6-(trifluoromethyl)phenol, M+ACN+2H, [12C]8[13C]1[1H]10[19F]3[14N]1[16O]1, 1.00000
2504	95.04379613991573	1648.8299967447917	111784.203125	84666.6328125	79898.7109375	junk, 0.99500; 67859, 2-(2-fluorophenoxy)propane-1,3-diol, M+2H, [12C]9[1H]13[19F]1[16O]2[18O]1, 0.00500
2505	103.03158910427102	2247.969970703125	79866.734375	47539.07421875	49585.2109375	
2506	185.0232270098578	2544.5266927083335	47996.4453125	9881.3232421875	79856.359375	junk, 0.48000; junk, 0.37000; junk, 0.15000
2507	202.1436821215461	936.6690063476562	79811.625		127965.90625	
2508	243.02628854127613	1129.4533284505208	79808.1640625	16809.47265625	8510.4912109375	junk, 0.92000; StdMix1_40, L-Cystine, M+H, [12C]6[1H]13[14N]2[16O]4[32S]1[34S]1, 0.08000
2509	168.01599225934308	2437.3400065104165	79801.890625	43278.73828125	40993.55078125	junk, 1.00000
2510	252.9621939382487	2707.780029296875	79786.8203125			
2511	442.1645229567851	827.9490051269531	79769.2890625		18479.451171875	junk, 0.60500; junk, 0.39500
2512	170.086126472181	899.1480102539062	79768.1484375			junk, 0.73000; junk, 0.23000; junk, 0.02500; StdMix1_18, Guanine, M+NH4, [12C]4[13C]1[1H]9[14N]6[16O]1, 0.01500
2513	102.02199921189691	2114.6499837239585	84757.8046875	79721.546875	63642.5234375	
2514	90.9766767101705	2857.840087890625	79685.9453125			
2515	110.01504601192035	2013.7133382161458	79618.0390625	6189.33984375	4229.77099609375	junk, 0.75000; junk, 0.25000
2516	320.19681973594544	406.2433369954427	5255.77490234375	79585.5390625	11932.4619140625	junk, 0.99000; junk, 0.01000
2517	209.94576382223386	2031.2032877604167	33273.3203125	79583.8828125	8417.41796875	
2518	98.51205817611418	2004.4099934895833	79560.5	5407.2900390625	8818.599609375	
2519	128.01913639055388	2582.146728515625	79517.625	20498.4921875	26187.89453125	
2520	104.03010979406814	1916.3399658203125	79437.0390625	50979.28515625	55089.10546875	junk, 1.00000
2521	111.02003591379669	257.14333089192706	79434.5234375	92592.34375	134821.8125	
2522	84.95970410379705	2274.4549560546875	79394.4765625		21492.658203125	
2523	231.99160532746168	2170.183349609375	70790.96875	79367.09375	59924.1328125	
2524	79.58623958602568	2005.4833577473958	79303.828125	12064.4189453125	10260.646484375	
2525	252.96214641721247	2787.2900390625	79238.25			
2526	113.96359012065568	21.94577630360921	79186.0703125	20243.328125	36181.3671875	
2527	128.01916017080663	2537.27001953125	79180.9765625			
2528	659.2864320359633	290.69850158691406	79112.578125		14876.1357421875	3006664, [(4aS,7S,7aR)-2,3,4a,6,7,7a-hexahydro-1H-furo[2,3-b][1,4]oxazin-7-yl] N-[(2S,3R)-3-hydroxy-4-[[2-(methylamino)-1,3-benzoxazol-6-yl]sulfonyl-(2-methylpropyl)amino]-1-phenylbutan-2-yl]carbamate, M+ACN+H, [12C]31[1H]43[14N]6[16O]8[32S]1, 1.00000
2529	192.06159331906485	2154.9600423177085	79109.2734375	68724.7578125	43181.51171875	
2530	128.0191748387097	2727.7099609375	79076.5546875			
2531	152.0359523345969	2142.933349609375	78959.984375	52962.171875	44964.26171875	junk, 1.00000
2532	73.53184723065954	1943.4833577473958	78912.875	18189.42578125	27369.708984375	
2533	94.0503057725925	2052.9232584635415	78842.1171875	86548.984375	63093.640625	
2534	174.99879843014665	2149.7532552083335	99358.171875	134912.515625	78781.9921875	
2535	102.02293851301663	2114.52001953125	78723.9375	78733.6875	58877.3359375	
2536	213.01562410842033	828.4699910481771	78712.296875	11737.1982421875	10437.0390625	
2537	100.12847581589854	819.9959920247396	78699.8125	64306.76171875	41300.81640625	
2538	174.09130748615576	371.1419982910156		78626.6640625		junk, 0.90500; junk, 0.09500
2539	102.0401720470039	2178.2067057291665	98787.5390625	78509.984375	72801.7578125	
2540	131.55228544594323	2118.336669921875	78480.765625	24114.43359375	112238.9609375	junk, 1.00000
2541	110.01350079062776	2009.4333089192708	78447.28125	6602.1513671875	3745.027587890625	
2542	100.09689313463548	819.9759928385416	71841.6328125	78326.9140625	45178.31640625	
2543	102.0237553659502	2113.375		78289.3046875	40872.5859375	
2544	208.03923507464447	1969.4466552734375	138871.796875	122431.984375	78221.4921875	junk, 0.96500; 11120033, [[di(propan-2-yl)amino]-hydroxymethylidene]iron, M+Na, [12C]7[1H]15[14N]1[16O]1[23Na]1[56Fe]1, 0.03500
2545	294.93875014387345	1445.566650390625	14596.28515625	78212.6875	27723.392578125	
2546	252.96216139855875	2643.1500244140625	78202.7890625		22217.09765625	
2547	333.59443299784596	306.3803304036458	78164.953125	4228.25537109375	35002.30078125	
2548	208.0392378991481	2011.7200113932292	154545.734375	133554.40625	78116.703125	junk, 1.00000
2549	634.8754664600621	1262.1599934895833	129954.6484375	157193.546875	78085.78125	
2550	193.97358858644643	1893.4200032552083	78033.3046875	161875.765625	50345.55859375	
2551	183.98824462917764	2041.1933186848958	177365.765625	78032.140625	32901.76953125	
2552	291.1049316881151	478.0190022786458	243633.546875	32399.0390625	77950.234375	StdMix1_99, Deoxyribose, 2M+Na, [12C]10[1H]20[16O]8[23Na]1, 1.00000
2553	379.1208522725742	503.3404998779297	96587.6328125	77932.9296875		junk, 1.00000
2554	149.02321216358604	368.9230041503906		77908.7265625	74029.828125	
2555	226.95128648404523	1595.42333984375	25861.93359375	77902.59375	46009.4609375	
2556	224.01145049862	22.00981044769287	33737.1015625	77851.25	34190.41015625	11141798, 1-hydroxypentylidenemolybdenum, M+ACN+H, [12C]7[1H]14[14N]1[16O]1[96Mo]1, 1.00000
2557	104.03015179208406	1838.6166585286458	77799.7734375	50155.55078125	45966.17578125	junk, 0.88500; junk, 0.11500
2558	81.52049497129829	1483.3049926757812	77713.0546875		40601.921875	junk, 1.00000
2559	363.1549506720375	472.10350036621094	77617.2265625		6952.6396484375	
2560	252.96218225005717	2811.77001953125	77613.328125			
2561	301.0953837949851	591.3519897460938	77547.9609375	21037.29296875	20528.94140625	junk, 0.97500; junk, 0.02500
2562	391.1499761562151	692.9219970703125	77526.859375		17552.6796875	
2563	233.08476306156456	446.32798767089844	77491.265625		10370.7294921875	637649, trimethylsilyl (2R)-2-isothiocyanato-3-methylbutanoate, M+H, [12C]8[13C]1[1H]18[14N]1[16O]2[32S]1[28Si]1, 1.00000
2564	110.52161339209755	2370.7750244140625	77486.9921875		65407.3359375	
2565	149.08072211290576	427.77332560221356	77482.890625	51886.828125	44863.76171875	8, 2,3-dihydroxy-3-methylpentanoic acid, M+H, [12C]6[1H]13[16O]4, 1.00000
2566	312.9428042419447	2290.27001953125	48138.1171875	77400.40625		
2567	179.5382719732692	703.4479777018229	53304.375	77266.6484375	41944.5078125	
2568	174.9987989515021	2334.9698893229165	77257.8671875	60173.9609375	50811.09375	
2569	559.1506571667151	610.3999837239584	49084.50390625	77255.328125	49976.78125	StdMix1_11, Inosine, 2M+Na, [12C]20[1H]24[14N]8[16O]10[23Na]1, 0.64500; junk, 0.35500
2570	79.0760250817457	206.82050323486328		77169.84375	14403.861328125	
2571	208.03922348632875	1764.7466634114583	77028.7109375	101414.1171875	50403.421875	11120033, [[di(propan-2-yl)amino]-hydroxymethylidene]iron, M+Na, [12C]7[1H]15[14N]1[16O]1[23Na]1[56Fe]1, 0.99500; junk, 0.00500
2572	176.0132796023096	15.99687671661377	68938.796875	67544.765625	77026.5390625	junk, 1.00000
2573	104.03013570211802	66.02626927693684	90457.46875	46300.7109375	77009.46875	junk, 1.00000
2574	130.53321406004616	328.6490071614583	60402.4765625	40490.5546875	76990.078125	
2575	407.11597434992456	565.1050008138021	76969.9609375	35618.5234375	43755.796875	junk, 0.95000; junk, 0.05000
2576	159.11262509579862	599.4190063476562		76843.5859375		StdMix1_20, L-Valine, M+ACN+H, [12C]7[1H]15[14N]2[16O]2, 0.93500; junk, 0.06500
2577	174.99880860787994	2346.75	76837.3203125	59121.6796875	51886.00390625	
2578	174.99879779758484	27.888309796651203	76836.1875	33637.8203125	43150.54296875	
2579	127.54410814456621	2388.5799560546875		76781.46875	17795.9375	
2580	176.0704617421443	806.3940022786459	76764.3984375	58349.65625	53629.3046875	802, 2-(1H-indol-3-yl)acetic acid, M+H, [12C]10[1H]10[14N]1[16O]2, 1.00000
2581	171.99141350485056	2135.9966634114585	73864.109375	72443.515625	76763.828125	
2582	111.03904898955089	1778.1033528645833	66379.890625	20359.630859375	76760.203125	
2583	255.9440374192697	2461.175048828125	76756.5078125		34814.89453125	
2584	90.97667294919725	2874.68994140625	76743.40625			
2585	157.01307547874083	425.2173360188802	76657.7734375	1553.1966552734375	10919.783203125	
2586	346.11090605026874	756.9299926757812	76643.53125	51257.21484375	62895.19921875	junk, 1.00000
2587	109.02235335694776	2226.433349609375	76613.3828125	94248.6015625	50074.91015625	
2588	158.002748902942	2178.0699869791665	76542.6953125	34084.0625	38307.98828125	junk, 1.00000
2589	239.16139902378177	17.75003985563914	76491.1015625	9676.9853515625	4973.8798828125	
2590	266.0159576675722	2058.396687825521	63078.4765625	76382.125	48453.19921875	
2591	193.98779806825203	1147.0733642578125	76324.3984375	2596.591552734375	3524.783203125	
2592	172.09429144515457	1148.1566569010417	32204.72265625	5013.0224609375	76316.21875	junk, 0.83500; junk, 0.16500
2593	159.02393685908262	2440.9833170572915	76295.875	14362.09375	28009.287109375	
2594	193.97356152711362	2216.00341796875	76246.84375	229303.671875	51156.0703125	
2595	128.0191572807151	2628.8599853515625	76236.421875		26231.076171875	
2596	110.02741850697775	2010.943359375	76219.2734375	4506.54736328125	2709.10546875	
2597	127.54411553483078	2439.4000244140625		76181.65625	14517.7890625	
2598	205.07056192139274	389.1283365885417	76127.171875	3865.33447265625	25192.1015625	StdMix1_88, 2-oxobutanoate, 2M+H, [12C]8[1H]13[16O]6, 1.00000
2599	85.02830086497987	558.1880086263021	76086.546875	17226.6484375	32443.771484375	StdMix1_55, 3_4-Dihydroxyphenylacetate, M+2H, [12C]8[1H]10[16O]4, 1.00000
2600	231.0474524373937	568.5274963378906	76059.765625	2160.418701171875		junk, 0.66000; junk, 0.34000
2601	168.08063172306416	313.5050048828125	76051.84375	21201.24609375	25789.34765625	
2602	285.1054747155062	704.3480224609375	76050.7421875	11866.26953125	22883.5390625	StdMix1_3, N-Acetyl-D-glucosamine, M+ACN+Na, [12C]10[1H]18[14N]2[16O]6[23Na]1, 1.00000
2603	159.11261653718867	627.0149841308594		75935.7890625	5299.283203125	StdMix1_20, L-Valine, M+ACN+H, [12C]7[1H]15[14N]2[16O]2, 0.52500; junk, 0.47500
2604	199.02923533479725	2638.4432779947915	72265.65625	75922.1015625	52651.828125	junk, 1.00000
2605	523.1778632580209	1188.3833414713542	55190.0234375	75901.421875	34569.390625	junk, 1.00000
2606	199.21667152565547	821.8719889322916	75857.40625	68744.1640625	50453.640625	
2607	100.12650050287445	818.5859985351562		75840.9375	43086.75	
2608	166.07258987563895	748.0079956054688	75829.4140625	61438.40625	33271.015625	
2609	100.13041541937302	819.9759928385416	68327.390625	75827.953125	43080.890625	
2610	193.97357097352176	2200.9700520833335	75823.4140625	229303.671875	59101.3125	
2611	199.00590479195606	816.0739949544271	45455.30859375	75778.0625	32353.525390625	StdMix1_16, Selenomethionine, M+H, [12C]4[13C]1[1H]12[14N]1[16O]2[80Se]1, 0.75000; junk, 0.25000
2612	90.97667007414385	2770.510009765625	75750.3515625			
2613	100.12379173472641	821.3800048828125	130251.0	119297.4140625	75722.625	
2614	90.97666956523213	2709.31005859375	75618.9140625			
2615	102.53543436201805	1410.7866617838542	75410.5625	74271.0078125	53448.28515625	junk, 0.94500; 10678569, 2-deuterio-6-(trifluoromethyl)phenol, M+ACN+2H, [12C]9[1H]10[19F]3[14N]1[16O]1, 0.05500
2616	214.91731966016332	2108.663330078125	75410.0546875	22863.494140625	40236.921875	
2617	151.03518761764914	1687.8399658203125	138569.53125	107335.8046875	75396.4921875	junk, 0.98500; junk, 0.01500
2618	150.0265544600808	346.4989929199219	75307.8984375	5238.2744140625	28140.94921875	junk, 1.00000
2619	143.03945342382406	2589.3599446614585	75210.015625	43458.59375	37456.7890625	
2620	143.03952029687983	2848.6201171875	75000.21875			
2621	307.10219091387347	553.4113362630209	74989.984375	17843.716796875	29426.869140625	80042, N,N-dimethyl-2-phenothiazin-10-ylethanamine;hydrochloride, M+H, [12C]16[1H]20[14N]2[35Cl]1[32S]1, 1.00000
2622	406.1321805795263	1357.3900146484375	74989.28125		15694.65234375	StdMix1_87, Maltose, M+ACN+Na, [12C]14[1H]25[14N]1[16O]11[23Na]1, 1.00000
2623	167.0177133591502	2115.5350341796875	74952.2734375	75988.9453125		junk, 1.00000
2624	677.0243533558792	989.7999877929688	74873.046875	39832.5625	13759.10546875	
2625	102.02723903407801	2194.0899658203125		74782.9921875	55822.19140625	
2626	100.09622778727879	819.9959920247396	74750.8515625	68317.3828125	44798.03515625	
2627	329.00517196247057	306.3199920654297	74738.171875		17742.677734375	
2628	314.09160484769785	880.2839965820312	74633.8203125	56565.91796875	45864.81640625	junk, 1.00000
2629	158.96124159368944	16.47376747926076	74554.9921875	113510.59375	54809.54296875	junk, 1.00000
2630	94.04175174775708	2067.57666015625	68837.890625	74382.0625	74545.6640625	67859, 2-(2-fluorophenoxy)propane-1,3-diol, M+2H, [12C]9[1H]13[19F]1[16O]3, 1.00000
2631	90.97667081946526	2830.2099609375	74500.4921875			
2632	102.03895457474418	2194.7900390625	91523.078125	74482.9921875	86559.3984375	
