compoundId	compoundName	p.1	p.2	p.3	p.4	p.5	p.combined
3678431	3-(3-methylindol-1-yl)-1-[4-[1-[[2-(trifluoromethyl)phenyl]methyl]imidazol-2-yl]piperidin-1-yl]propan-1-one	0.0	0.0	0.0	0.0	0.0	0.0
13440	2,4,6-triethoxy-1,3,5-triazine	0.0	0.0	0.0	0.0	0.0	0.0
19695853	7-chloro-3-phosphonoimidazo[1,2-a]pyridine-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
168863	2-(4,6,11-trioxa-1-aza-5-silabicyclo[3.3.3]undecan-5-yloxy)-N,N-bis[2-(4,6,11-trioxa-1-aza-5-silabicyclo[3.3.3]undecan-5-yloxy)ethyl]ethanamine	0.0	0.0	0.0	0.0	0.0	0.0
23675121	lithium;4-methoxyphenolate	0.0	0.0	0.0	0.0	0.0	0.0
58706	1-azabicyclo[2.2.2]octan-3-yl 2-hydroxy-2-phenyl-2-(1,2-thiazol-5-yl)acetate	0.0	0.0	0.0	0.0	0.0	0.0
510074	(2,4-difluorophenyl) (2R,4S)-2-(imidazol-1-ylmethyl)-2-(4-phenylphenyl)-1,3-dioxolane-4-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
146463	2-(2-hydroxyethylamino)-N-[4-[[2-(2-hydroxyethylamino)acetyl]amino]-9,10-dioxoanthracen-1-yl]acetamide;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
338237		0.0	0.0	0.0	0.0	0.0	0.0
281335	1,5-bis(sulfanyl)anthracene-9,10-dione	0.0	0.0	0.0	0.0	0.0	0.0
212539	N,N-dimethyl-3-selenoxanthen-9-ylidenepropan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
59220	N-(5-acetamidoquinolin-8-yl)sulfonyldodecanamide	0.0	0.0	0.0	0.0	0.0	0.0
3006664	[(4aS,7S,7aR)-2,3,4a,6,7,7a-hexahydro-1H-furo[2,3-b][1,4]oxazin-7-yl] N-[(2S,3R)-3-hydroxy-4-[[2-(methylamino)-1,3-benzoxazol-6-yl]sulfonyl-(2-methylpropyl)amino]-1-phenylbutan-2-yl]carbamate	1.0	1.0	1.0	1.0	0.0	0.8
621083	10-chloro-5-ethyl-10-methylbenzo[b][1,4]benzazasiline	0.025	0.025	0.025	0.0	0.0	0.015
248026	(2-methylaziridin-1-yl)-diphenyl-sulfanylidene-$l^{5}-phosphane	0.0	0.0	0.0	0.0	0.0	0.0
142016		0.0	0.0	0.0	0.0	0.0	0.0
562	1,2-dihydroxy-5-methylsulfanylpent-1-en-3-one	0.0	0.0	0.0	0.0	0.0	0.0
5187924	4-bromo-1,1,1-trimethoxybutane	0.0	0.0	0.0	0.0	0.0	0.0
149	2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol	1.0	1.0	1.0	1.0	1.0	1.0
996676	2-[[5-[(4-fluoroanilino)methyl]-4-[[(2R)-oxolan-2-yl]methyl]-1,2,4-triazol-3-yl]sulfanyl]-N-(4-methoxyphenyl)acetamide	0.085	0.085	0.085	0.0	0.0	0.051
35647	2,4-dichloro-6-propyl-1,3,5-triazine	0.0	0.0	0.0	0.0	0.0	0.0
72688	5-oxo-1-phenyl-4H-pyrazole-3-carbohydrazide	0.0	0.0	0.0	0.0	0.0	0.0
182533	2-[4-[2-[5-[3-(diethylamino)propyl]-6-methyl-4-oxo-1H-pyrimidin-2-yl]ethylsulfanylmethyl]-1,3-thiazol-2-yl]guanidine;trihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
305862	N-[bis(butylamino)phosphinothioyl]butan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
10105441	1-methylsulfanyl-2-(2-methylsulfinylethylsulfonyl)ethane	0.0	0.0	0.0	0.0	0.0	0.0
353112	3,3-dimethyl-2-oxo-N-(propan-2-ylideneamino)-2-(2-pyrimidin-2-ylhydrazinyl)-1,4,2$l^{5}-thiazaphosphol-5-amine	0.0	0.0	0.0	0.0	0.0	0.0
256975	4-chloro-2,5-dimethoxyaniline;diphenyl hydrogen phosphate	0.0	0.0	0.0	0.0	0.0	0.0
308366	2-[4-[4-[4-(2-methylsulfonyloxyethoxy)phenyl]hex-3-en-3-yl]phenoxy]ethyl methanesulfonate	0.0	0.0	0.0	0.0	0.0	0.0
3738963	sodium;2-hydroxy-3-prop-2-ynoxypropane-1-sulfonate	0.0	0.0	0.0	0.0	0.0	0.0
97654	2-(4-methylphenyl)sulfonyl-1-phenylethanone	0.01	0.01	0.0	0.0	0.0	0.004
264063	1-(4-bromophenyl)-2-isoquinolin-1-ylsulfanylethanone	0.0	0.0	0.0	0.0	0.0	0.0
54564890	3-chloro-2-(trifluoromethyl)prop-2-enenitrile	0.41	0.41	0.41	0.41	0.0	0.328
8925	1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane	1.0	1.0	1.0	1.0	1.0	1.0
45051947	phenylmethanol;sodium	0.0	0.0	0.0	0.0	0.0	0.0
9873370	2-[[4-[bis(2-iodoethyl)amino]-3,5-difluorobenzoyl]amino]butanedioic acid	0.0	0.0	0.0	0.0	0.0	0.0
10353314	[4-[3-(trifluoromethyl)diazirin-3-yl]phenyl]-tritiomethanol	0.0	0.0	0.0	0.0	0.0	0.0
214811	1-[2-[4-(6-methoxy-2-phenyl-1-benzothiophen-3-yl)phenoxy]ethyl]pyrrolidine	0.0	0.0	0.0	0.0	0.0	0.0
23405501	4-(5,5-difluoro-2,2-dimethyloxolan-3-yl)-2-methylhexanenitrile	0.0	0.0	0.0	0.0	0.0	0.0
316408	4-methyl-2-piperidin-1-yl-1,3,2$l^{5}-dioxaphosphinane 2-oxide	0.0	0.0	0.0	0.0	0.0	0.0
8343	bis(2-ethylhexyl) benzene-1,2-dicarboxylate	1.0	1.0	1.0	1.0	0.0	0.8
663816	1-[5-[(3-fluorophenyl)methylsulfonyl]-1,3,4-oxadiazol-2-yl]-3-methylbutan-1-amine	0.85	0.85	0.85	0.0	0.0	0.51
184	4-[[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-2-amino-4-oxobutanoic acid	0.015	0.015	0.0	0.0	0.0	0.006
1727601	4-(4-tert-butylphenyl)-2-[(4-methylphenyl)methylsulfanyl]-6-phenylpyridine-3-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
144019	3-ethenylsulfanylpropyl(trimethoxy)silane	1.0	1.0	1.0	1.0	1.0	1.0
175938	4-tert-butylphenol;carbonyl dichloride;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol	0.0	0.0	0.0	0.0	0.0	0.0
60009584	1-(3-fluorophenyl)-N-[(2R)-3-methyl-1-tritiooxybutan-2-yl]methanimine	0.0	0.0	0.0	0.0	0.0	0.0
378389	7-chloro-N-[[4-(dimethylamino)phenyl]methylideneamino]-3-methyl-5-phenyl-1,3,4-benzotriazepin-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
1513046		0.0	0.0	0.0	0.0	0.0	0.0
436801	[2,3,4,5-tetraacetyloxy-6-(carbamoylhydrazinylidene)hexyl] acetate	0.0	0.0	0.0	0.0	0.0	0.0
405403	[[(6-nitropyridin-2-yl)amino]-phosphonomethyl]phosphonic acid	0.775	0.775	0.0	0.0	0.0	0.31
31983	methyl 2-[(2-fluoroacetyl)-naphthalen-1-ylamino]acetate	0.0	0.0	0.0	0.0	0.0	0.0
13319	2-(4-chlorophenyl)-2-(4-hydroxyiminonaphthalen-1-ylidene)acetonitrile	0.0	0.0	0.0	0.0	0.0	0.0
548081	1-[2,2-bis(ethylsulfanyl)propanoyl]-N-methylpyrrolidine-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
1915724	N-[(5Z)-5-[(5-iodofuran-2-yl)methylidene]-4-oxo-1,3-thiazol-2-yl]benzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
26571	chloro-[chloromethyl(methoxy)phosphoryl]methane	0.0	0.0	0.0	0.0	0.0	0.0
38778	3-[[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]methyl]-N,N-dimethylbenzamide	0.0	0.0	0.0	0.0	0.0	0.0
248412	N,N-bis(2-chloroethyl)-4-[2-(1H-indol-3-yl)ethyliminomethyl]aniline	0.0	0.0	0.0	0.0	0.0	0.0
724093	2H-benzotriazole-5,6-dicarbonitrile	0.925	0.925	0.55	0.115	0.04	0.511
131283	4-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-1,3-dihydroisoindol-2-amine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
729153	(5E)-2-(4-fluoroanilino)-5-(thiophen-2-ylmethylidene)-1,3-thiazol-4-one	0.0	0.0	0.0	0.0	0.0	0.0
23687391	potassium;3-(trifluoromethyl)phenolate	0.0	0.0	0.0	0.0	0.0	0.0
7544	3-methoxy-N-phenylaniline	0.0	0.0	0.0	0.0	0.0	0.0
72542		0.98	0.98	0.955	0.085	0.0	0.6
59270920	3,6-bis(dideuteriomethyl)-9-methylcarbazole	0.0	0.0	0.0	0.0	0.0	0.0
1017192	N-[[3-bromo-4-[(4-chlorophenyl)methoxy]-5-methoxyphenyl]methyl]-1-pyridin-3-ylmethanamine	0.0	0.0	0.0	0.0	0.0	0.0
472497	prop-2-enyl N-[(2S,3R)-4-[(3,4-dichlorophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate	0.0	0.0	0.0	0.0	0.0	0.0
141059	2-dimethylphosphanylethyl(dimethyl)phosphane	0.0	0.0	0.0	0.0	0.0	0.0
3441370	2-amino-1-(2-bromophenyl)-4-[3-[(2-chloro-4-fluorophenoxy)methyl]-2,5-dimethylphenyl]-5-oxo-4,6,7,8-tetrahydroquinoline-3-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
57111894	[dichloromethylidene(phosphono)silyl]phosphonic acid	0.0	0.0	0.0	0.0	0.0	0.0
10605254	5,10,15,20-tetrakis(2-isocyanatophenyl)-21,22-dihydroporphyrin	0.0	0.0	0.0	0.0	0.0	0.0
235259	2,2,2-trifluoro-N-(4-sulfamoylphenyl)acetamide	0.0	0.0	0.0	0.0	0.0	0.0
21731239	N-[[(E)-1,2-difluoroethenyl]-phenylphosphanyl]-N-methylmethanamine	1.0	1.0	1.0	0.01	0.0	0.602
73452	(1R,2S,3R)-1-[5-[(2S,3R)-2,3,4-trihydroxybutyl]pyrazin-2-yl]butane-1,2,3,4-tetrol	1.0	0.985	0.695	0.0	0.0	0.536
350790	7-[2-(4-chlorophenyl)sulfanylethyl]-1,3-dimethylpurine-2,6-dione	0.855	0.855	0.855	0.0	0.0	0.513
6820187	N'-(diaminomethylideneamino)-N-[(diaminomethylidenehydrazinylidene)methylamino]methanimidamide	0.0	0.0	0.0	0.0	0.0	0.0
23692559	sodium;2,2,6,6-tetramethylpiperidin-1-ide	0.0	0.0	0.0	0.0	0.0	0.0
476006	N-[(2R,3R)-4-[2-(tert-butylcarbamoyl)phenyl]-3-hydroxy-1-naphthalen-2-ylsulfanylbutan-2-yl]naphthalene-1-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
10709019	4-bromo-5-chloro-6-fluoro-N-methyl-1,3-benzothiazol-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
400173	(4R)-3-[2-[[3-[(4R)-4-carboxy-1,3-thiazolidine-3-carbonyl]pyridin-2-yl]disulfanyl]pyridine-3-carbonyl]-1,3-thiazolidine-4-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
100158		0.0	0.0	0.0	0.0	0.0	0.0
16247540	2-[(4-fluorophenyl)methyl]guanidine;hydrochloride	0.63	0.63	0.63	0.0	0.0	0.378
20248	2-benzamido-3-[4-[2-chloroethyl(2-fluoroethyl)amino]phenyl]propanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
178215	[4-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-5-fluoro-2-methoxyphenyl] benzenesulfonate	1.0	1.0	0.11	0.0	0.0	0.422
125001		0.0	0.0	0.0	0.0	0.0	0.0
13433815	4,5-didehydropyridine	1.0	1.0	1.0	1.0	0.9	0.98
12421724	2-(2-chloroethylsulfanyl)ethanamine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
113503	1-[2-[2-[2-(2,4-dioxoimidazolidin-1-yl)ethylamino]ethylamino]ethyl]imidazolidine-2,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
195194	(2S)-N-[(2R,3S,4S,5S,6S)-4,5-dihydroxy-6-methoxy-2-methyloxan-3-yl]-2,4-dihydroxybutanamide	0.0	0.0	0.0	0.0	0.0	0.0
633127	1-hexadecylbenzo[cd]indole-2-thione	0.0	0.0	0.0	0.0	0.0	0.0
289417	ethyl 6-fluorosulfonyl-4-oxo-1H-quinoline-2-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
2841590	N-[1,3-dimethyl-5-(morpholine-4-carbonylamino)-2-oxoimidazolidin-4-yl]morpholine-4-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
1143927	N-[2-[(4-fluorophenyl)methylamino]-2-oxoethyl]-N-(4-propan-2-ylphenyl)-2-(5-thiophen-2-yltetrazol-2-yl)acetamide	0.595	0.595	0.595	0.03	0.0	0.363
5257941	1-(bromomethyl)-2-[[[2-(bromomethyl)phenyl]methyldisulfanyl]methyl]benzene	0.0	0.0	0.0	0.0	0.0	0.0
377596	1,3-bis(benzylsulfanyl)propylsulfanylmethylbenzene	0.0	0.0	0.0	0.0	0.0	0.0
20758272	2-imino-1-methyl-3-(trideuteriomethyl)imidazolidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
64318	[2-amino-2-[(3,5-dimethyl-1-adamantyl)methylimino]ethyl]sulfanylphosphonic acid	0.285	0.285	0.0	0.0	0.0	0.114
81205	tris(2-chloroethoxy)-methylsilane	0.0	0.0	0.0	0.0	0.0	0.0
258901	3-(1,1,2,2,3,3,3-heptafluoropropyl)-1,2,4-oxadiazole	0.0	0.0	0.0	0.0	0.0	0.0
508156	4-[5-[(5-formylfuran-2-yl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]benzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
100934	[2-[(6R,8S,9R,10S,11S,13S,14S,17R)-17-acetyloxy-2-chloro-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	0.0	0.0	0.0	0.0	0.0	0.0
546297	1-tert-butylsulfanylhexan-2-yl 2-chloroacetate	0.0	0.0	0.0	0.0	0.0	0.0
506240	1-(4-benzoylpiperazin-1-yl)-2-(4,5,6,7-tetrafluoro-1H-indol-3-yl)ethane-1,2-dione	0.0	0.0	0.0	0.0	0.0	0.0
19366150	2-[4-[[2-[2-[[2,5-dimethyl-4-[2-(2-methylprop-2-enoyloxy)ethyl]benzoyl]amino]-3-hydroxyphenyl]sulfonyl-6-hydroxyphenyl]carbamoyl]-2,5-dimethylphenyl]ethyl 2-methylprop-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
23687505		0.0	0.0	0.0	0.0	0.0	0.0
109210	6-amino-N-(2-hydroxypropyl)naphthalene-2-sulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
10998718	(3E,5E)-6-fluorotetradeca-3,5-dien-2-one	0.0	0.0	0.0	0.0	0.0	0.0
381633	4-oxo-4-phenylmethoxy-2-[(2,2,2-trifluoroacetyl)amino]butanoic acid	0.84	0.84	0.84	0.0	0.0	0.504
210335	1-methoxy-9-(2-sulfosulfanylethylamino)nonane	0.0	0.0	0.0	0.0	0.0	0.0
307129	1-(4-chlorophenyl)sulfonyl-3-methylurea	0.0	0.0	0.0	0.0	0.0	0.0
545087	tert-butyl N-[2-[[2-(6-aminopurin-9-yl)-1-cyanoethyl]amino]-2-oxoethyl]carbamate	0.0	0.0	0.0	0.0	0.0	0.0
1429073	4-[4-(1,3-benzothiazol-2-yl)piperazin-1-yl]sulfonyl-N-cyclohexylbenzenesulfonamide	1.0	1.0	1.0	1.0	0.0	0.8
6451442	(4-bromo-2,5-dichlorophenoxy)-methoxy-methyl-sulfanylidene-$l^{5}-phosphane	0.0	0.0	0.0	0.0	0.0	0.0
3063283	5-[(2-amino-4-methyl-1,3-thiazol-5-yl)sulfonyl]-4-methyl-1,3-thiazol-2-amine	0.005	0.005	0.005	0.0	0.0	0.003
391492	5-(4-chlorophenyl)-6-methyl-2-[(3,4,5-trimethoxyphenyl)methylidene]-6,7,8,9-tetrahydro-5H-[1,3]thiazolo[2,3-b]quinazolin-3-one	0.0	0.0	0.0	0.0	0.0	0.0
20660732	lithium;(2,4,6-trimethylphenyl)methanethiolate	0.0	0.0	0.0	0.0	0.0	0.0
433567		0.0	0.0	0.0	0.0	0.0	0.0
257158	2-(5-methyl-2,4,6-trioxo-1,3-diazinan-5-yl)ethyl carbamimidothioate	1.0	1.0	0.0	0.0	0.0	0.4
553934	[2,4-bis(trimethylsilyloxy)pteridin-7-yl]oxy-trimethylsilane	0.0	0.0	0.0	0.0	0.0	0.0
6329136	1-$l^{1}-selanyl-N,N-dimethyl-N'-[(E)-1-pyridin-2-ylethylideneamino]methanimidamide	0.0	0.0	0.0	0.0	0.0	0.0
12	benzene-1,2,3,5-tetrol	0.035	0.035	0.035	0.0	0.0	0.021
523741	2,2-ditert-butyl-3a,4,9,9a-tetrahydrobenzo[f][1,3,2]benzodioxasilol-5-ol	0.0	0.0	0.0	0.0	0.0	0.0
1217006	3,4-dichloro-N-(3-fluorophenyl)-5-morpholin-4-ylsulfonylbenzamide	0.0	0.0	0.0	0.0	0.0	0.0
13685203	3,3,4,4,5,5-hexafluoro-2,2-dioxooxathian-6-one	0.0	0.0	0.0	0.0	0.0	0.0
1661878	3,4-bis[(4-chlorophenyl)sulfanyl]-1-(3,5-dimethylphenyl)pyrrole-2,5-dione	0.0	0.0	0.0	0.0	0.0	0.0
269355	1-N,4-N-bis(2,4-dimethyl-5-oxo-1-phenylpyrazol-3-yl)benzene-1,4-dicarboxamide	0.0	0.0	0.0	0.0	0.0	0.0
482917	5-[[(2S,3S)-4-[(4R)-4-(tert-butylcarbamoyl)-1,3-thiazolidin-3-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]amino]-4,5-dioxopentanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
20350062	O-methylhydroxylamine;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
4923	1-[amino-(4-chloroanilino)methylidene]-2-propan-2-ylguanidine	0.0	0.0	0.0	0.0	0.0	0.0
355831	4-methoxy-3-nitropyridine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
56626	N-(1H-benzimidazol-2-yl)-5-ethylsulfonyl-N-methyl-1,3,4-thiadiazol-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
552651	N-benzyl-9-(3-trimethylsilylpropyl)purin-6-amine	0.0	0.0	0.0	0.0	0.0	0.0
640843	tert-butyl-[[(2S,5R)-5-(4,6-dichloropyrrolo[3,2-c]pyridin-1-yl)oxolan-2-yl]methoxy]-dimethylsilane	0.0	0.0	0.0	0.0	0.0	0.0
140920	carbononitridic isocyanate	0.0	0.0	0.0	0.0	0.0	0.0
773106	2-[4-(difluoromethyl)-6-phenylpyrimidin-2-yl]sulfanylacetic acid	0.0	0.0	0.0	0.0	0.0	0.0
375376	N-(diphenyl-$l^{4}-sulfanylidene)benzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
258776	N,N-diethylcyclohex-2-en-1-amine;2,4,6-trinitrophenol	0.0	0.0	0.0	0.0	0.0	0.0
59082269	deuterio-iodo-tritio-$l^{3}-iodane	0.0	0.0	0.0	0.0	0.0	0.0
9874871	octyl 2-(3-amino-4,5-dibromo-6-iminoxanthen-9-yl)-6-hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0
216365	1,3a,5a-trimethyl-6-octyl-2,3,3b,4,5,6,7,8,8a,8b,9,10-dodecahydroindeno[5,4-e]indol-1-ium;iodide	0.0	0.0	0.0	0.0	0.0	0.0
260892	diethyl 1,1-dimethylsilepane-3,3-dicarboxylate	0.0	0.0	0.0	0.0	0.0	0.0
150476	4-amino-N-[5-[(3-amino-3-iminopropyl)carbamoyl]-1-methylpyrrol-3-yl]-1-methylpyrrole-2-carboxamide;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
89815	[dimethyl-(trimethylsilyloxyamino)silyl]methane	0.0	0.0	0.0	0.0	0.0	0.0
188117	(2S,3S,4S,5R,6S)-6-[1-[ethyl-(3-methylbenzoyl)amino]ethoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
475848	6-(3,5-difluorophenyl)-6-ethylpyrrolo[2,1-d][1,5]benzoxazepin-7-one	0.0	0.0	0.0	0.0	0.0	0.0
990376	2,4-bis(methylsulfanyl)-7-(4-phenylpiperazin-1-yl)pyrimido[4,5-d]pyrimidine	0.02	0.02	0.02	0.0	0.0	0.012
2843733	1-[4-(1-adamantyl)phenoxy]-3-[2-(hydroxymethyl)piperidin-1-yl]propan-2-ol;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
10678569	2-deuterio-6-(trifluoromethyl)phenol	1.0	1.0	1.0	1.0	0.0	0.8
21180	N,N-dimethyl-2-(5-methylsulfanyl-1H-indol-3-yl)ethanamine	0.0	0.0	0.0	0.0	0.0	0.0
11141798	1-hydroxypentylidenemolybdenum	1.0	1.0	1.0	1.0	0.0	0.8
7877	N-tert-butylprop-2-enamide	0.0	0.0	0.0	0.0	0.0	0.0
379401		0.025	0.025	0.005	0.0	0.0	0.011
2796770	[(1-amino-2-chloroethylidene)amino] N-(2,6-dichloropyridin-4-yl)carbamate	0.0	0.0	0.0	0.0	0.0	0.0
10106125	2-(bromomethyl)butane-1-sulfonyl chloride	0.0	0.0	0.0	0.0	0.0	0.0
57503664	2-aminoethylazanide;copper;nickel(2+);cyanide	0.0	0.0	0.0	0.0	0.0	0.0
282241	1,1-dioxothiecan-3-one	0.205	0.0	0.0	0.0	0.0	0.041
125724	2,4,5,7-tetrahydroxy-3-methoxy-2-methyl-3,4-dihydrotetracene-1,6,11-trione	0.865	0.865	0.865	0.865	0.0	0.692
508396	N-[[4-[(5,6-dichloro-2-piperidin-4-ylbenzimidazol-1-yl)methyl]phenyl]methyl]-3-imidazol-1-ylpropan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
191475		0.0	0.0	0.0	0.0	0.0	0.0
193882	2-amino-4-[5-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3-methyl-2,6-dioxopyrimidin-1-yl]butanoic acid	0.99	0.99	0.99	0.94	0.585	0.899
905	2-acetamido-5-oxopentanoic acid	1.0	1.0	1.0	1.0	1.0	1.0
140387	tris(4-fluorophenyl)phosphane	0.0	0.0	0.0	0.0	0.0	0.0
373828	3,3,17,17-tetramethyl-2,4,16,18-tetraoxa-8,12,21,25-tetrathiadispiro[5.7.5^{14}.7^{6}]hexacosane	0.0	0.0	0.0	0.0	0.0	0.0
57424775	5-fluoropyrimidin-4-amine	0.0	0.0	0.0	0.0	0.0	0.0
208708	5-[4-[2-bromoethyl(ethyl)amino]anilino]-2,4-dinitrobenzamide	0.0	0.0	0.0	0.0	0.0	0.0
17955204	2,2-bis(bromomethyl)-6-(trifluoromethoxy)-1H-quinoline	0.0	0.0	0.0	0.0	0.0	0.0
207977	2-[2-(1,3-dioxoisoindol-2-yl)ethylamino]ethylsulfanylphosphonic acid	0.0	0.0	0.0	0.0	0.0	0.0
52053	N,N-dipyridin-2-ylacetamide	0.02	0.02	0.02	0.02	0.0	0.016
13070	1-phenylprop-1-en-2-ylbenzene	0.0	0.0	0.0	0.0	0.0	0.0
281179	1-chloro-2-ethenoxyethane;furan-2,5-dione	0.0	0.0	0.0	0.0	0.0	0.0
571458	2-[4-(2-oxo-1,2-diphenylethylidene)-1,3-dithietan-2-ylidene]-1,2-diphenylethanone	0.0	0.0	0.0	0.0	0.0	0.0
85369	2-ethoxyethyl(trimethyl)azanium;iodide	0.0	0.0	0.0	0.0	0.0	0.0
2756722	bis(chloromethyl) carbonate	1.0	1.0	0.0	0.0	0.0	0.4
645296	N-[3-(3,5-dimethylpyrazol-1-yl)-5-methyl-1,2,4-triazol-4-yl]-4-fluorobenzenesulfonamide	0.145	0.145	0.0	0.0	0.0	0.058
60698	N-[1-(2-phenylethyl)piperidin-4-yl]-N-pyrazin-2-ylfuran-2-carboxamide	0.285	0.28	0.0	0.0	0.0	0.113
386463	ethyl-diphenyl-(2-phenylethynyl)phosphanium;iodide	0.0	0.0	0.0	0.0	0.0	0.0
249594	4-chloro-N-(4-chlorophenyl)sulfonylbenzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
143879	1-diazo-2-nitroguanidine	0.0	0.0	0.0	0.0	0.0	0.0
514418	N-[(2S,3R)-4-[(2-amino-1,3-benzoxazol-6-yl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]-2-(3,5-dimethyl-1-oxidopyridin-1-ium-4-yl)oxyacetamide	0.0	0.0	0.0	0.0	0.0	0.0
329264	1,3-bis(2-benzylidenecyclopentylidene)thiourea	0.0	0.0	0.0	0.0	0.0	0.0
54173846	2-[2-[2-[2-[3-[2-[2-[2-(carboxymethylamino)ethylamino]ethylamino]ethylamino]propylamino]ethylamino]ethylamino]ethylamino]acetic acid	0.0	0.0	0.0	0.0	0.0	0.0
67947	2-chloro-6-fluorobenzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
442729	2-chloro-1,3,8-trihydroxy-6-methylanthracene-9,10-dione	0.0	0.0	0.0	0.0	0.0	0.0
133627	methyl (1R,4aS,5S,7S,7aS)-4a,5-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,6,7,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
59897606	4-methyl-2-phosphorosopyrimidine	0.0	0.0	0.0	0.0	0.0	0.0
552864	trimethylsilyl 11-chloroundecanoate	0.0	0.0	0.0	0.0	0.0	0.0
75671	N-(benzenesulfonyl)benzenesulfonamide	0.74	0.74	0.705	0.25	0.005	0.488
10396889	4-azido-1H-imidazole-5-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
26597148	2,2-difluoroethanimidamide	0.0	0.0	0.0	0.0	0.0	0.0
37984	[(1S,2R)-2-sulfanylcyclobutyl]azanium;chloride	0.0	0.0	0.0	0.0	0.0	0.0
117431	[3-[2-(dimethylamino)ethoxy]-4-propan-2-ylphenyl]methyl 3,4,5-trimethoxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0
11285421	[3-[2-[2-cyclopentyl-6-(4-dipropylphosphorylanilino)purin-9-yl]ethyl]phenyl] N-(2-morpholin-4-ylethyl)carbamate	0.0	0.0	0.0	0.0	0.0	0.0
35795	2-[2-(diaminomethylideneamino)-5-methylpyrimidin-4-yl]guanidine	0.0	0.0	0.0	0.0	0.0	0.0
444430	(2S)-6-amino-2-[[(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-4-phenylbutanoyl]amino]hexanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
281135	5-amino-1,3-oxazole-4-carbonitrile	0.505	0.505	0.31	0.085	0.0	0.281
57432360	5-fluoro-1,3-benzothiazole	0.04	0.04	0.04	0.04	0.0	0.032
